Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Date,Latitude,Longitude
CD1,NO,2022-02-04,17.62,ug m-3,P,2022-02-04,51.544219,-0.175284
CD1,NO,2022-02-05,17.62,ug m-3,P,2022-02-05,51.544219,-0.175284
CD1,NO,2022-02-06,17.62,ug m-3,P,2022-02-06,51.544219,-0.175284
CD1,NO,2022-02-07,17.62,ug m-3,P,2022-02-07,51.544219,-0.175284
CD1,NO,2022-02-08,17.62,ug m-3,P,2022-02-08,51.544219,-0.175284
CD1,NO,2022-02-09,17.62,ug m-3,P,2022-02-09,51.544219,-0.175284
CD1,NO,2022-02-10,17.62,ug m-3,P,2022-02-10,51.544219,-0.175284
CD1,NO,2022-02-11,17.62,ug m-3,P,2022-02-11,51.544219,-0.175284
CD1,NO,2022-02-12,17.62,ug m-3,P,2022-02-12,51.544219,-0.175284
CD1,NO,2022-02-13,17.62,ug m-3,P,2022-02-13,51.544219,-0.175284
CD1,NO,2022-02-14,17.62,ug m-3,P,2022-02-14,51.544219,-0.175284
CD1,NO,2022-02-15,17.63,ug m-3,P,2022-02-15,51.544219,-0.175284
CD1,NO,2022-02-16,17.63,ug m-3,P,2022-02-16,51.544219,-0.175284
CD1,NO,2022-02-17,17.63,ug m-3,P,2022-02-17,51.544219,-0.175284
CD1,NO,2022-02-18,17.63,ug m-3,P,2022-02-18,51.544219,-0.175284
CD1,NO,2022-02-19,17.63,ug m-3,P,2022-02-19,51.544219,-0.175284
CD1,NO,2022-02-20,17.63,ug m-3,P,2022-02-20,51.544219,-0.175284
CD1,NO,2022-02-21,17.63,ug m-3,P,2022-02-21,51.544219,-0.175284
CD1,NO,2022-02-22,17.63,ug m-3,P,2022-02-22,51.544219,-0.175284
CD1,NO,2022-02-23,17.63,ug m-3,P,2022-02-23,51.544219,-0.175284
CD1,NO,2022-02-24,17.63,ug m-3,P,2022-02-24,51.544219,-0.175284
CD1,NO,2022-02-25,17.63,ug m-3,P,2022-02-25,51.544219,-0.175284
CD1,NO,2022-02-26,17.63,ug m-3,P,2022-02-26,51.544219,-0.175284
CD1,NO,2022-02-27,17.63,ug m-3,P,2022-02-27,51.544219,-0.175284
CD1,NO,2022-02-28,17.64,ug m-3,P,2022-02-28,51.544219,-0.175284
CD1,NO,2022-03-01,17.64,ug m-3,P,2022-03-01,51.544219,-0.175284
CD1,NO,2022-03-02,17.64,ug m-3,P,2022-03-02,51.544219,-0.175284
CD1,NO,2022-03-03,17.64,ug m-3,P,2022-03-03,51.544219,-0.175284
CD1,NO,2022-03-04,17.64,ug m-3,P,2022-03-04,51.544219,-0.175284
CD1,NO,2022-03-05,17.64,ug m-3,P,2022-03-05,51.544219,-0.175284
CD1,NO,2022-03-06,17.64,ug m-3,P,2022-03-06,51.544219,-0.175284
CD1,NO,2022-03-07,17.64,ug m-3,P,2022-03-07,51.544219,-0.175284
CD1,NO,2022-03-08,17.64,ug m-3,P,2022-03-08,51.544219,-0.175284
CD1,NO,2022-03-09,17.64,ug m-3,P,2022-03-09,51.544219,-0.175284
CD1,NO,2022-03-10,17.64,ug m-3,P,2022-03-10,51.544219,-0.175284
CD1,NO,2022-03-11,17.64,ug m-3,P,2022-03-11,51.544219,-0.175284
CD1,NO,2022-03-12,17.65,ug m-3,P,2022-03-12,51.544219,-0.175284
CD1,NO,2022-03-13,17.65,ug m-3,P,2022-03-13,51.544219,-0.175284
CD1,NO,2022-03-14,17.65,ug m-3,P,2022-03-14,51.544219,-0.175284
CD1,NO,2022-03-15,17.65,ug m-3,P,2022-03-15,51.544219,-0.175284
CD1,NO,2022-03-16,17.65,ug m-3,P,2022-03-16,51.544219,-0.175284
CD1,NO,2022-03-17,17.65,ug m-3,P,2022-03-17,51.544219,-0.175284
CD1,NO,2022-03-18,17.65,ug m-3,P,2022-03-18,51.544219,-0.175284
CD1,NO,2022-03-19,17.65,ug m-3,P,2022-03-19,51.544219,-0.175284
CD1,NO,2022-03-20,17.65,ug m-3,P,2022-03-20,51.544219,-0.175284
CD1,NO,2022-03-21,17.65,ug m-3,P,2022-03-21,51.544219,-0.175284
CD1,NO,2022-03-22,17.65,ug m-3,P,2022-03-22,51.544219,-0.175284
CD1,NO,2022-03-23,17.65,ug m-3,P,2022-03-23,51.544219,-0.175284
CD1,NO,2022-03-24,17.66,ug m-3,P,2022-03-24,51.544219,-0.175284
CD1,NO,2022-03-25,17.66,ug m-3,P,2022-03-25,51.544219,-0.175284
CD1,NO,2022-03-26,17.66,ug m-3,P,2022-03-26,51.544219,-0.175284
CD1,NO,2022-03-27,17.66,ug m-3,P,2022-03-27,51.544219,-0.175284
CD1,NO,2022-03-28,17.66,ug m-3,P,2022-03-28,51.544219,-0.175284
CD1,NO,2022-03-29,17.66,ug m-3,P,2022-03-29,51.544219,-0.175284
CD1,NO,2022-03-30,17.66,ug m-3,P,2022-03-30,51.544219,-0.175284
CD1,NO,2022-03-31,17.66,ug m-3,P,2022-03-31,51.544219,-0.175284
CD1,NO,2022-04-01,17.66,ug m-3,P,2022-04-01,51.544219,-0.175284
CD1,NO,2022-04-02,17.66,ug m-3,P,2022-04-02,51.544219,-0.175284
CD1,NO,2022-04-03,17.66,ug m-3,P,2022-04-03,51.544219,-0.175284
CD1,NO,2022-04-04,17.66,ug m-3,P,2022-04-04,51.544219,-0.175284
CD1,NO,2022-04-05,17.66,ug m-3,P,2022-04-05,51.544219,-0.175284
CD1,NO,2022-04-06,17.67,ug m-3,P,2022-04-06,51.544219,-0.175284
CD1,NO,2022-04-07,17.67,ug m-3,P,2022-04-07,51.544219,-0.175284
CD1,NO,2022-04-08,17.67,ug m-3,P,2022-04-08,51.544219,-0.175284
CD1,NO,2022-04-09,17.67,ug m-3,P,2022-04-09,51.544219,-0.175284
CD1,NO,2022-04-10,17.67,ug m-3,P,2022-04-10,51.544219,-0.175284
CD1,NO,2022-04-11,17.67,ug m-3,P,2022-04-11,51.544219,-0.175284
CD1,NO,2022-04-12,17.67,ug m-3,P,2022-04-12,51.544219,-0.175284
CD1,NO,2022-04-13,17.67,ug m-3,P,2022-04-13,51.544219,-0.175284
CD1,NO,2022-04-14,17.67,ug m-3,P,2022-04-14,51.544219,-0.175284
CD1,NO,2022-04-15,17.67,ug m-3,P,2022-04-15,51.544219,-0.175284
CD1,NO,2022-04-16,17.67,ug m-3,P,2022-04-16,51.544219,-0.175284
CD1,NO,2022-04-17,17.67,ug m-3,P,2022-04-17,51.544219,-0.175284
CD1,NO,2022-04-18,17.68,ug m-3,P,2022-04-18,51.544219,-0.175284
CD1,NO,2022-04-19,17.68,ug m-3,P,2022-04-19,51.544219,-0.175284
CD1,NO,2022-04-20,17.68,ug m-3,P,2022-04-20,51.544219,-0.175284
CD1,NO,2022-04-21,17.68,ug m-3,P,2022-04-21,51.544219,-0.175284
CD1,NO,2022-04-22,17.68,ug m-3,P,2022-04-22,51.544219,-0.175284
CD1,NO,2022-04-23,17.68,ug m-3,P,2022-04-23,51.544219,-0.175284
CD1,NO,2022-04-24,17.68,ug m-3,P,2022-04-24,51.544219,-0.175284
CD1,NO,2022-04-25,17.68,ug m-3,P,2022-04-25,51.544219,-0.175284
CD1,NO,2022-04-26,17.68,ug m-3,P,2022-04-26,51.544219,-0.175284
CD1,NO,2022-04-27,17.68,ug m-3,P,2022-04-27,51.544219,-0.175284
CD1,NO,2022-04-28,17.68,ug m-3,P,2022-04-28,51.544219,-0.175284
CD1,NO,2022-04-29,17.68,ug m-3,P,2022-04-29,51.544219,-0.175284
CD1,NO,2022-04-30,17.68,ug m-3,P,2022-04-30,51.544219,-0.175284
CD1,NO,2022-05-01,17.69,ug m-3,P,2022-05-01,51.544219,-0.175284
CD1,NO,2022-05-02,17.69,ug m-3,P,2022-05-02,51.544219,-0.175284
CD1,NO,2022-05-03,17.69,ug m-3,P,2022-05-03,51.544219,-0.175284
CD1,NO,2022-05-04,17.69,ug m-3,P,2022-05-04,51.544219,-0.175284
CD1,NO,2022-05-05,17.69,ug m-3,P,2022-05-05,51.544219,-0.175284
CD1,NO,2022-05-06,17.69,ug m-3,P,2022-05-06,51.544219,-0.175284
CD1,NO,2022-05-07,17.69,ug m-3,P,2022-05-07,51.544219,-0.175284
CD1,NO,2022-05-08,17.69,ug m-3,P,2022-05-08,51.544219,-0.175284
CD1,NO,2022-05-09,17.69,ug m-3,P,2022-05-09,51.544219,-0.175284
CD1,NO,2022-05-10,17.69,ug m-3,P,2022-05-10,51.544219,-0.175284
CD1,NO,2022-05-11,17.69,ug m-3,P,2022-05-11,51.544219,-0.175284
CD1,NO,2022-05-12,17.69,ug m-3,P,2022-05-12,51.544219,-0.175284
CD1,NO,2022-05-13,17.7,ug m-3,P,2022-05-13,51.544219,-0.175284
CD1,NO,2022-05-14,17.7,ug m-3,P,2022-05-14,51.544219,-0.175284
CD1,NO,2022-05-15,17.7,ug m-3,P,2022-05-15,51.544219,-0.175284
CD1,NO,2022-05-16,17.7,ug m-3,P,2022-05-16,51.544219,-0.175284
CD1,NO,2022-05-17,17.7,ug m-3,P,2022-05-17,51.544219,-0.175284
CD1,NO,2022-05-18,17.7,ug m-3,P,2022-05-18,51.544219,-0.175284
CD1,NO,2022-05-19,17.7,ug m-3,P,2022-05-19,51.544219,-0.175284
CD1,NO,2022-05-20,17.7,ug m-3,P,2022-05-20,51.544219,-0.175284
CD1,NO,2022-05-21,17.7,ug m-3,P,2022-05-21,51.544219,-0.175284
CD1,NO,2022-05-22,17.7,ug m-3,P,2022-05-22,51.544219,-0.175284
CD1,NO,2022-05-23,17.7,ug m-3,P,2022-05-23,51.544219,-0.175284
CD1,NO,2022-05-24,17.7,ug m-3,P,2022-05-24,51.544219,-0.175284
CD1,NO,2022-05-25,17.71,ug m-3,P,2022-05-25,51.544219,-0.175284
CD1,NO,2022-05-26,17.71,ug m-3,P,2022-05-26,51.544219,-0.175284
CD1,NO,2022-05-27,17.71,ug m-3,P,2022-05-27,51.544219,-0.175284
CD1,NO,2022-05-28,17.71,ug m-3,P,2022-05-28,51.544219,-0.175284
CD1,NO,2022-05-29,17.71,ug m-3,P,2022-05-29,51.544219,-0.175284
CD1,NO,2022-05-30,17.71,ug m-3,P,2022-05-30,51.544219,-0.175284
CD1,NO,2022-05-31,17.71,ug m-3,P,2022-05-31,51.544219,-0.175284
CD1,NO,2022-06-01,17.71,ug m-3,P,2022-06-01,51.544219,-0.175284
CD1,NO,2022-06-02,17.71,ug m-3,P,2022-06-02,51.544219,-0.175284
CD1,NO,2022-06-03,17.71,ug m-3,P,2022-06-03,51.544219,-0.175284
CD1,NO,2022-06-04,17.71,ug m-3,P,2022-06-04,51.544219,-0.175284
CD1,NO,2022-06-05,17.71,ug m-3,P,2022-06-05,51.544219,-0.175284
CD1,NO,2022-06-06,17.71,ug m-3,P,2022-06-06,51.544219,-0.175284
CD1,NO,2022-06-07,17.72,ug m-3,P,2022-06-07,51.544219,-0.175284
CD1,NO,2022-06-08,17.72,ug m-3,P,2022-06-08,51.544219,-0.175284
CD1,NO,2022-06-09,17.72,ug m-3,P,2022-06-09,51.544219,-0.175284
CD1,NO,2022-06-10,17.72,ug m-3,P,2022-06-10,51.544219,-0.175284
CD1,NO,2022-06-11,17.72,ug m-3,P,2022-06-11,51.544219,-0.175284
CD1,NO,2022-06-12,17.72,ug m-3,P,2022-06-12,51.544219,-0.175284
CD1,NO,2022-06-13,17.72,ug m-3,P,2022-06-13,51.544219,-0.175284
CD1,NO,2022-06-14,17.72,ug m-3,P,2022-06-14,51.544219,-0.175284
CD1,NO,2022-06-15,17.72,ug m-3,P,2022-06-15,51.544219,-0.175284
CD1,NO,2022-06-16,17.72,ug m-3,P,2022-06-16,51.544219,-0.175284
CD1,NO,2022-06-17,17.72,ug m-3,P,2022-06-17,51.544219,-0.175284
CD1,NO,2022-06-18,17.72,ug m-3,P,2022-06-18,51.544219,-0.175284
CD1,NO,2022-06-19,17.73,ug m-3,P,2022-06-19,51.544219,-0.175284
CD1,NO,2022-06-20,17.73,ug m-3,P,2022-06-20,51.544219,-0.175284
CD1,NO,2022-06-21,17.73,ug m-3,P,2022-06-21,51.544219,-0.175284
CD1,NO,2022-06-22,17.73,ug m-3,P,2022-06-22,51.544219,-0.175284
CD1,NO,2022-06-23,17.73,ug m-3,P,2022-06-23,51.544219,-0.175284
CD1,NO,2022-06-24,17.73,ug m-3,P,2022-06-24,51.544219,-0.175284
CD1,NO,2022-06-25,17.73,ug m-3,P,2022-06-25,51.544219,-0.175284
CD1,NO,2022-06-26,17.73,ug m-3,P,2022-06-26,51.544219,-0.175284
CD1,NO,2022-06-27,17.73,ug m-3,P,2022-06-27,51.544219,-0.175284
CD1,NO,2022-06-28,17.73,ug m-3,P,2022-06-28,51.544219,-0.175284
CD1,NO,2022-06-29,17.73,ug m-3,P,2022-06-29,51.544219,-0.175284
CD1,NO,2022-06-30,17.73,ug m-3,P,2022-06-30,51.544219,-0.175284
CD1,NO,2022-07-01,17.74,ug m-3,P,2022-07-01,51.544219,-0.175284
CD1,NO,2022-07-02,17.74,ug m-3,P,2022-07-02,51.544219,-0.175284
CD1,NO,2022-07-03,17.74,ug m-3,P,2022-07-03,51.544219,-0.175284
CD1,NO,2022-07-04,17.74,ug m-3,P,2022-07-04,51.544219,-0.175284
CD1,NO,2022-07-05,17.74,ug m-3,P,2022-07-05,51.544219,-0.175284
CD1,NO,2022-07-06,17.74,ug m-3,P,2022-07-06,51.544219,-0.175284
CD1,NO,2022-07-07,17.74,ug m-3,P,2022-07-07,51.544219,-0.175284
CD1,NO,2022-07-08,17.74,ug m-3,P,2022-07-08,51.544219,-0.175284
CD1,NO,2022-07-09,17.74,ug m-3,P,2022-07-09,51.544219,-0.175284
CD1,NO,2022-07-10,17.74,ug m-3,P,2022-07-10,51.544219,-0.175284
CD1,NO,2022-07-11,17.74,ug m-3,P,2022-07-11,51.544219,-0.175284
CD1,NO,2022-07-12,17.74,ug m-3,P,2022-07-12,51.544219,-0.175284
CD1,NO,2022-07-13,17.74,ug m-3,P,2022-07-13,51.544219,-0.175284
CD1,NO,2022-07-14,17.75,ug m-3,P,2022-07-14,51.544219,-0.175284
CD1,NO,2022-07-15,17.75,ug m-3,P,2022-07-15,51.544219,-0.175284
CD1,NO,2022-07-16,17.75,ug m-3,P,2022-07-16,51.544219,-0.175284
CD1,NO,2022-07-17,17.75,ug m-3,P,2022-07-17,51.544219,-0.175284
CD1,NO,2022-07-18,17.75,ug m-3,P,2022-07-18,51.544219,-0.175284
CD1,NO,2022-07-19,17.75,ug m-3,P,2022-07-19,51.544219,-0.175284
CD1,NO,2022-07-20,17.75,ug m-3,P,2022-07-20,51.544219,-0.175284
CD1,NO,2022-07-21,17.75,ug m-3,P,2022-07-21,51.544219,-0.175284
CD1,NO,2022-07-22,17.75,ug m-3,P,2022-07-22,51.544219,-0.175284
CD1,NO,2022-07-23,17.75,ug m-3,P,2022-07-23,51.544219,-0.175284
CD1,NO,2022-07-24,17.75,ug m-3,P,2022-07-24,51.544219,-0.175284
CD1,NO,2022-07-25,17.75,ug m-3,P,2022-07-25,51.544219,-0.175284
CD1,NO,2022-07-26,17.76,ug m-3,P,2022-07-26,51.544219,-0.175284
CD1,NO,2022-07-27,17.76,ug m-3,P,2022-07-27,51.544219,-0.175284
CD1,NO,2022-07-28,17.76,ug m-3,P,2022-07-28,51.544219,-0.175284
CD1,NO,2022-07-29,17.76,ug m-3,P,2022-07-29,51.544219,-0.175284
CD1,NO,2022-07-30,17.76,ug m-3,P,2022-07-30,51.544219,-0.175284
CD1,NO,2022-07-31,17.76,ug m-3,P,2022-07-31,51.544219,-0.175284
CD1,NO,2022-08-01,17.76,ug m-3,P,2022-08-01,51.544219,-0.175284
CD1,NO,2022-08-02,17.76,ug m-3,P,2022-08-02,51.544219,-0.175284
CD1,NO,2022-08-03,17.76,ug m-3,P,2022-08-03,51.544219,-0.175284
CD1,NO,2022-08-04,17.76,ug m-3,P,2022-08-04,51.544219,-0.175284
CD1,NO,2022-08-05,17.76,ug m-3,P,2022-08-05,51.544219,-0.175284
CD1,NO,2022-08-06,17.76,ug m-3,P,2022-08-06,51.544219,-0.175284
CD1,NO,2022-08-07,17.76,ug m-3,P,2022-08-07,51.544219,-0.175284
CD1,NO,2022-08-08,17.77,ug m-3,P,2022-08-08,51.544219,-0.175284
CD1,NO,2022-08-09,17.77,ug m-3,P,2022-08-09,51.544219,-0.175284
CD1,NO,2022-08-10,17.77,ug m-3,P,2022-08-10,51.544219,-0.175284
CD1,NO,2022-08-11,17.77,ug m-3,P,2022-08-11,51.544219,-0.175284
CD1,NO,2022-08-12,17.77,ug m-3,P,2022-08-12,51.544219,-0.175284
CD1,NO,2022-08-13,17.77,ug m-3,P,2022-08-13,51.544219,-0.175284
CD1,NO,2022-08-14,17.77,ug m-3,P,2022-08-14,51.544219,-0.175284
CD1,NO,2022-08-15,17.77,ug m-3,P,2022-08-15,51.544219,-0.175284
CD1,NO,2022-08-16,17.77,ug m-3,P,2022-08-16,51.544219,-0.175284
CD1,NO,2022-08-17,17.77,ug m-3,P,2022-08-17,51.544219,-0.175284
CD1,NO,2022-08-18,17.77,ug m-3,P,2022-08-18,51.544219,-0.175284
CD1,NO,2022-08-19,17.77,ug m-3,P,2022-08-19,51.544219,-0.175284
CD1,NO,2022-08-20,17.78,ug m-3,P,2022-08-20,51.544219,-0.175284
CD1,NO,2022-08-21,17.78,ug m-3,P,2022-08-21,51.544219,-0.175284
CD1,NO,2022-08-22,17.78,ug m-3,P,2022-08-22,51.544219,-0.175284
CD1,NO,2022-08-23,17.78,ug m-3,P,2022-08-23,51.544219,-0.175284
CD1,NO,2022-08-24,17.78,ug m-3,P,2022-08-24,51.544219,-0.175284
CD1,NO,2022-08-25,17.78,ug m-3,P,2022-08-25,51.544219,-0.175284
CD1,NO,2022-08-26,17.78,ug m-3,P,2022-08-26,51.544219,-0.175284
CD1,NO,2022-08-27,17.78,ug m-3,P,2022-08-27,51.544219,-0.175284
CD1,NO,2022-08-28,17.78,ug m-3,P,2022-08-28,51.544219,-0.175284
CD1,NO,2022-08-29,17.78,ug m-3,P,2022-08-29,51.544219,-0.175284
CD1,NO,2022-08-30,17.78,ug m-3,P,2022-08-30,51.544219,-0.175284
CD1,NO,2022-08-31,17.78,ug m-3,P,2022-08-31,51.544219,-0.175284
CD1,NO,2022-09-01,17.79,ug m-3,P,2022-09-01,51.544219,-0.175284
CD1,NO,2022-09-02,17.79,ug m-3,P,2022-09-02,51.544219,-0.175284
CD1,NO,2022-09-03,17.79,ug m-3,P,2022-09-03,51.544219,-0.175284
CD1,NO,2022-09-04,17.79,ug m-3,P,2022-09-04,51.544219,-0.175284
CD1,NO,2022-09-05,17.79,ug m-3,P,2022-09-05,51.544219,-0.175284
CD1,NO,2022-09-06,17.79,ug m-3,P,2022-09-06,51.544219,-0.175284
CD1,NO,2022-09-07,17.79,ug m-3,P,2022-09-07,51.544219,-0.175284
CD1,NO,2022-09-08,17.79,ug m-3,P,2022-09-08,51.544219,-0.175284
CD1,NO,2022-09-09,17.79,ug m-3,P,2022-09-09,51.544219,-0.175284
CD1,NO,2022-09-10,17.79,ug m-3,P,2022-09-10,51.544219,-0.175284
CD1,NO,2022-09-11,17.79,ug m-3,P,2022-09-11,51.544219,-0.175284
CD1,NO,2022-09-12,17.79,ug m-3,P,2022-09-12,51.544219,-0.175284
CD1,NO,2022-09-13,17.79,ug m-3,P,2022-09-13,51.544219,-0.175284
CD1,NO,2022-09-14,17.8,ug m-3,P,2022-09-14,51.544219,-0.175284
CD1,NO,2022-09-15,17.8,ug m-3,P,2022-09-15,51.544219,-0.175284
CD1,NO,2022-09-16,17.8,ug m-3,P,2022-09-16,51.544219,-0.175284
CD1,NO,2022-09-17,17.8,ug m-3,P,2022-09-17,51.544219,-0.175284
CD1,NO,2022-09-18,17.8,ug m-3,P,2022-09-18,51.544219,-0.175284
CD1,NO,2022-09-19,17.8,ug m-3,P,2022-09-19,51.544219,-0.175284
CD1,NO,2022-09-20,17.8,ug m-3,P,2022-09-20,51.544219,-0.175284
CD1,NO,2022-09-21,17.8,ug m-3,P,2022-09-21,51.544219,-0.175284
CD1,NO,2022-09-22,17.8,ug m-3,P,2022-09-22,51.544219,-0.175284
CD1,NO,2022-09-23,17.8,ug m-3,P,2022-09-23,51.544219,-0.175284
CD1,NO,2022-09-24,17.8,ug m-3,P,2022-09-24,51.544219,-0.175284
CD1,NO,2022-09-25,17.8,ug m-3,P,2022-09-25,51.544219,-0.175284
CD1,NO,2022-09-26,17.81,ug m-3,P,2022-09-26,51.544219,-0.175284
CD1,NO,2022-09-27,17.81,ug m-3,P,2022-09-27,51.544219,-0.175284
CD1,NO,2022-09-28,17.81,ug m-3,P,2022-09-28,51.544219,-0.175284
CD1,NO,2022-09-29,17.81,ug m-3,P,2022-09-29,51.544219,-0.175284
CD1,NO,2022-09-30,17.81,ug m-3,P,2022-09-30,51.544219,-0.175284
CD1,NO,2022-10-01,17.81,ug m-3,P,2022-10-01,51.544219,-0.175284
CD1,NO,2022-10-02,17.81,ug m-3,P,2022-10-02,51.544219,-0.175284
CD1,NO,2022-10-03,17.81,ug m-3,P,2022-10-03,51.544219,-0.175284
CD1,NO,2022-10-04,17.81,ug m-3,P,2022-10-04,51.544219,-0.175284
CD1,NO,2022-10-05,17.81,ug m-3,P,2022-10-05,51.544219,-0.175284
CD1,NO,2022-10-06,17.81,ug m-3,P,2022-10-06,51.544219,-0.175284
CD1,NO,2022-10-07,17.81,ug m-3,P,2022-10-07,51.544219,-0.175284
CD1,NO,2022-10-08,17.82,ug m-3,P,2022-10-08,51.544219,-0.175284
CD1,NO,2022-10-09,17.82,ug m-3,P,2022-10-09,51.544219,-0.175284
CD1,NO,2022-10-10,17.82,ug m-3,P,2022-10-10,51.544219,-0.175284
CD1,NO,2022-10-11,17.82,ug m-3,P,2022-10-11,51.544219,-0.175284
CD1,NO,2022-10-12,17.82,ug m-3,P,2022-10-12,51.544219,-0.175284
CD1,NO,2022-10-13,17.82,ug m-3,P,2022-10-13,51.544219,-0.175284
CD1,NO,2022-10-14,17.82,ug m-3,P,2022-10-14,51.544219,-0.175284
CD1,NO,2022-10-15,17.82,ug m-3,P,2022-10-15,51.544219,-0.175284
CD1,NO,2022-10-16,17.82,ug m-3,P,2022-10-16,51.544219,-0.175284
CD1,NO,2022-10-17,17.82,ug m-3,P,2022-10-17,51.544219,-0.175284
CD1,NO,2022-10-18,17.82,ug m-3,P,2022-10-18,51.544219,-0.175284
CD1,NO,2022-10-19,17.82,ug m-3,P,2022-10-19,51.544219,-0.175284
CD1,NO,2022-10-20,17.82,ug m-3,P,2022-10-20,51.544219,-0.175284
CD1,NO,2022-10-21,17.83,ug m-3,P,2022-10-21,51.544219,-0.175284
CD1,NO,2022-10-22,17.83,ug m-3,P,2022-10-22,51.544219,-0.175284
CD1,NO,2022-10-23,17.83,ug m-3,P,2022-10-23,51.544219,-0.175284
CD1,NO,2022-10-24,17.83,ug m-3,P,2022-10-24,51.544219,-0.175284
CD1,NO,2022-10-25,17.83,ug m-3,P,2022-10-25,51.544219,-0.175284
CD1,NO,2022-10-26,17.83,ug m-3,P,2022-10-26,51.544219,-0.175284
CD1,NO,2022-10-27,17.83,ug m-3,P,2022-10-27,51.544219,-0.175284
CD1,NO,2022-10-28,17.83,ug m-3,P,2022-10-28,51.544219,-0.175284
CD1,NO,2022-10-29,17.83,ug m-3,P,2022-10-29,51.544219,-0.175284
CD1,NO,2022-10-30,17.83,ug m-3,P,2022-10-30,51.544219,-0.175284
CD1,NO,2022-10-31,17.83,ug m-3,P,2022-10-31,51.544219,-0.175284
CD1,NO,2022-11-01,17.83,ug m-3,P,2022-11-01,51.544219,-0.175284
CD1,NO,2022-11-02,17.84,ug m-3,P,2022-11-02,51.544219,-0.175284
CD1,NO,2022-11-03,17.84,ug m-3,P,2022-11-03,51.544219,-0.175284
CD1,NO,2022-11-04,17.84,ug m-3,P,2022-11-04,51.544219,-0.175284
CD1,NO,2022-11-05,17.84,ug m-3,P,2022-11-05,51.544219,-0.175284
CD1,NO,2022-11-06,17.84,ug m-3,P,2022-11-06,51.544219,-0.175284
CD1,NO,2022-11-07,17.84,ug m-3,P,2022-11-07,51.544219,-0.175284
CD1,NO,2022-11-08,17.84,ug m-3,P,2022-11-08,51.544219,-0.175284
CD1,NO,2022-11-09,17.84,ug m-3,P,2022-11-09,51.544219,-0.175284
CD1,NO,2022-11-10,17.84,ug m-3,P,2022-11-10,51.544219,-0.175284
CD1,NO,2022-11-11,17.84,ug m-3,P,2022-11-11,51.544219,-0.175284
CD1,NO,2022-11-12,17.84,ug m-3,P,2022-11-12,51.544219,-0.175284
CD1,NO,2022-11-13,17.84,ug m-3,P,2022-11-13,51.544219,-0.175284
CD1,NO,2022-11-14,17.84,ug m-3,P,2022-11-14,51.544219,-0.175284
CD1,NO,2022-11-15,17.85,ug m-3,P,2022-11-15,51.544219,-0.175284
CD1,NO,2022-11-16,17.85,ug m-3,P,2022-11-16,51.544219,-0.175284
CD1,NO,2022-11-17,17.85,ug m-3,P,2022-11-17,51.544219,-0.175284
CD1,NO,2022-11-18,17.85,ug m-3,P,2022-11-18,51.544219,-0.175284
CD1,NO,2022-11-19,17.85,ug m-3,P,2022-11-19,51.544219,-0.175284
CD1,NO,2022-11-20,17.85,ug m-3,P,2022-11-20,51.544219,-0.175284
CD1,NO,2022-11-21,17.85,ug m-3,P,2022-11-21,51.544219,-0.175284
CD1,NO,2022-11-22,17.85,ug m-3,P,2022-11-22,51.544219,-0.175284
CD1,NO,2022-11-23,17.85,ug m-3,P,2022-11-23,51.544219,-0.175284
CD1,NO,2022-11-24,17.85,ug m-3,P,2022-11-24,51.544219,-0.175284
CD1,NO,2022-11-25,17.85,ug m-3,P,2022-11-25,51.544219,-0.175284
CD1,NO,2022-11-26,17.85,ug m-3,P,2022-11-26,51.544219,-0.175284
CD1,NO,2022-11-27,17.86,ug m-3,P,2022-11-27,51.544219,-0.175284
CD1,NO,2022-11-28,17.86,ug m-3,P,2022-11-28,51.544219,-0.175284
CD1,NO,2022-11-29,17.86,ug m-3,P,2022-11-29,51.544219,-0.175284
CD1,NO,2022-11-30,17.86,ug m-3,P,2022-11-30,51.544219,-0.175284
CD1,NO,2022-12-01,17.86,ug m-3,P,2022-12-01,51.544219,-0.175284
CD1,NO,2022-12-02,17.86,ug m-3,P,2022-12-02,51.544219,-0.175284
CD1,NO,2022-12-03,17.86,ug m-3,P,2022-12-03,51.544219,-0.175284
CD1,NO,2022-12-04,17.86,ug m-3,P,2022-12-04,51.544219,-0.175284
CD1,NO,2022-12-05,17.86,ug m-3,P,2022-12-05,51.544219,-0.175284
CD1,NO,2022-12-06,17.86,ug m-3,P,2022-12-06,51.544219,-0.175284
CD1,NO,2022-12-07,17.86,ug m-3,P,2022-12-07,51.544219,-0.175284
CD1,NO,2022-12-08,17.86,ug m-3,P,2022-12-08,51.544219,-0.175284
CD1,NO,2022-12-09,17.87,ug m-3,P,2022-12-09,51.544219,-0.175284
CD1,NO,2022-12-10,17.87,ug m-3,P,2022-12-10,51.544219,-0.175284
CD1,NO,2022-12-11,17.87,ug m-3,P,2022-12-11,51.544219,-0.175284
CD1,NO,2022-12-12,17.87,ug m-3,P,2022-12-12,51.544219,-0.175284
CD1,NO,2022-12-13,17.87,ug m-3,P,2022-12-13,51.544219,-0.175284
CD1,NO,2022-12-14,17.87,ug m-3,P,2022-12-14,51.544219,-0.175284
CD1,NO,2022-12-15,17.87,ug m-3,P,2022-12-15,51.544219,-0.175284
CD1,NO,2022-12-16,17.87,ug m-3,P,2022-12-16,51.544219,-0.175284
CD1,NO,2022-12-17,17.87,ug m-3,P,2022-12-17,51.544219,-0.175284
