Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Date,Latitude,Longitude
BL0,NO,2023-01-29,1.4,ug m-3,R,2023-01-29,51.522287,-0.125848
BL0,NO,2023-01-30,9.1,ug m-3,R,2023-01-30,51.522287,-0.125848
BL0,NO,2023-01-31,5.7,ug m-3,R,2023-01-31,51.522287,-0.125848
BL0,NO,2023-02-01,3.8,ug m-3,R,2023-02-01,51.522287,-0.125848
BL0,NO,2023-02-02,2.2,ug m-3,R,2023-02-02,51.522287,-0.125848
BL0,NO,2023-02-03,7.0,ug m-3,R,2023-02-03,51.522287,-0.125848
BL0,NO,2023-02-04,7.1,ug m-3,R,2023-02-04,51.522287,-0.125848
BL0,NO,2023-02-05,5.1,ug m-3,R,2023-02-05,51.522287,-0.125848
BL0,NO,2023-02-06,15.2,ug m-3,R,2023-02-06,51.522287,-0.125848
BL0,NO,2023-02-07,57.3,ug m-3,R,2023-02-07,51.522287,-0.125848
BL0,NO,2023-02-08,62.1,ug m-3,R,2023-02-08,51.522287,-0.125848
BL0,NO,2023-02-09,16.3,ug m-3,R,2023-02-09,51.522287,-0.125848
BL0,NO,2023-02-10,15.5,ug m-3,R,2023-02-10,51.522287,-0.125848
BL0,NO,2023-02-11,3.7,ug m-3,R,2023-02-11,51.522287,-0.125848
BL0,NO,2023-02-12,1.0,ug m-3,R,2023-02-12,51.522287,-0.125848
BL0,NO,2023-02-13,5.4,ug m-3,R,2023-02-13,51.522287,-0.125848
BL0,NO,2023-02-14,45.9,ug m-3,R,2023-02-14,51.522287,-0.125848
BL0,NO,2023-02-15,31.03,ug m-3,R,2023-02-15,51.522287,-0.125848
BL0,NO,2023-02-16,16.17,ug m-3,R,2023-02-16,51.522287,-0.125848
BL0,NO,2023-02-17,1.3,ug m-3,R,2023-02-17,51.522287,-0.125848
BL0,NO,2023-02-18,1.9,ug m-3,R,2023-02-18,51.522287,-0.125848
BL0,NO,2023-02-19,4.3,ug m-3,R,2023-02-19,51.522287,-0.125848
BL0,NO,2023-02-20,1.1,ug m-3,R,2023-02-20,51.522287,-0.125848
BL0,NO,2023-02-21,2.9,ug m-3,R,2023-02-21,51.522287,-0.125848
BL0,NO,2023-02-22,7.5,ug m-3,R,2023-02-22,51.522287,-0.125848
BL0,NO,2023-02-23,5.7,ug m-3,R,2023-02-23,51.522287,-0.125848
BL0,NO,2023-02-24,11.9,ug m-3,R,2023-02-24,51.522287,-0.125848
BL0,NO,2023-02-25,5.7,ug m-3,R,2023-02-25,51.522287,-0.125848
BL0,NO,2023-02-26,4.9,ug m-3,R,2023-02-26,51.522287,-0.125848
BL0,NO,2023-02-27,7.1,ug m-3,R,2023-02-27,51.522287,-0.125848
BL0,NO,2023-02-28,7.1,ug m-3,R,2023-02-28,51.522287,-0.125848
BL0,NO,2023-03-01,4.6,ug m-3,R,2023-03-01,51.522287,-0.125848
BL0,NO,2023-03-02,6.6,ug m-3,R,2023-03-02,51.522287,-0.125848
BL0,NO,2023-03-03,6.2,ug m-3,R,2023-03-03,51.522287,-0.125848
BL0,NO,2023-03-04,6.3,ug m-3,R,2023-03-04,51.522287,-0.125848
BL0,NO,2023-03-05,8.0,ug m-3,R,2023-03-05,51.522287,-0.125848
BL0,NO,2023-03-06,3.9,ug m-3,R,2023-03-06,51.522287,-0.125848
BL0,NO,2023-03-07,6.1,ug m-3,R,2023-03-07,51.522287,-0.125848
BL0,NO,2023-03-08,8.2,ug m-3,R,2023-03-08,51.522287,-0.125848
BL0,NO,2023-03-09,11.7,ug m-3,R,2023-03-09,51.522287,-0.125848
BL0,NO,2023-03-10,8.5,ug m-3,R,2023-03-10,51.522287,-0.125848
BL0,NO,2023-03-11,4.8,ug m-3,R,2023-03-11,51.522287,-0.125848
BL0,NO,2023-03-12,0.7,ug m-3,R,2023-03-12,51.522287,-0.125848
BL0,NO,2023-03-13,0.6,ug m-3,R,2023-03-13,51.522287,-0.125848
BL0,NO,2023-03-14,9.5,ug m-3,R,2023-03-14,51.522287,-0.125848
BL0,NO,2023-03-15,5.6,ug m-3,R,2023-03-15,51.522287,-0.125848
BL0,NO,2023-03-16,1.0,ug m-3,R,2023-03-16,51.522287,-0.125848
BL0,NO,2023-03-17,1.5,ug m-3,R,2023-03-17,51.522287,-0.125848
BL0,NO,2023-03-18,1.3,ug m-3,R,2023-03-18,51.522287,-0.125848
BL0,NO,2023-03-19,5.5,ug m-3,R,2023-03-19,51.522287,-0.125848
BL0,NO,2023-03-20,0.8,ug m-3,R,2023-03-20,51.522287,-0.125848
BL0,NO,2023-03-21,0.7,ug m-3,R,2023-03-21,51.522287,-0.125848
BL0,NO,2023-03-22,0.6,ug m-3,R,2023-03-22,51.522287,-0.125848
BL0,NO,2023-03-23,0.6,ug m-3,R,2023-03-23,51.522287,-0.125848
BL0,NO,2023-03-24,1.3,ug m-3,R,2023-03-24,51.522287,-0.125848
BL0,NO,2023-03-25,2.4,ug m-3,R,2023-03-25,51.522287,-0.125848
BL0,NO,2023-03-26,3.6,ug m-3,R,2023-03-26,51.522287,-0.125848
BL0,NO,2023-03-27,4.2,ug m-3,R,2023-03-27,51.522287,-0.125848
BL0,NO,2023-03-28,1.2,ug m-3,R,2023-03-28,51.522287,-0.125848
BL0,NO,2023-03-29,1.4,ug m-3,R,2023-03-29,51.522287,-0.125848
BL0,NO,2023-03-30,0.9,ug m-3,R,2023-03-30,51.522287,-0.125848
BL0,NO,2023-03-31,4.2,ug m-3,R,2023-03-31,51.522287,-0.125848
BL0,NO,2023-04-01,8.0,ug m-3,P,2023-04-01,51.522287,-0.125848
BL0,NO,2023-04-02,3.0,ug m-3,P,2023-04-02,51.522287,-0.125848
BL0,NO,2023-04-03,4.9,ug m-3,P,2023-04-03,51.522287,-0.125848
BL0,NO,2023-04-04,6.3,ug m-3,P,2023-04-04,51.522287,-0.125848
BL0,NO,2023-04-05,1.2,ug m-3,P,2023-04-05,51.522287,-0.125848
BL0,NO,2023-04-06,6.7,ug m-3,P,2023-04-06,51.522287,-0.125848
BL0,NO,2023-04-07,3.9,ug m-3,P,2023-04-07,51.522287,-0.125848
BL0,NO,2023-04-08,4.2,ug m-3,P,2023-04-08,51.522287,-0.125848
BL0,NO,2023-04-09,1.5,ug m-3,P,2023-04-09,51.522287,-0.125848
BL0,NO,2023-04-10,1.2,ug m-3,P,2023-04-10,51.522287,-0.125848
BL0,NO,2023-04-11,0.9,ug m-3,P,2023-04-11,51.522287,-0.125848
BL0,NO,2023-04-12,1.2,ug m-3,P,2023-04-12,51.522287,-0.125848
BL0,NO,2023-04-13,2.5,ug m-3,P,2023-04-13,51.522287,-0.125848
BL0,NO,2023-04-14,2.0,ug m-3,P,2023-04-14,51.522287,-0.125848
BL0,NO,2023-04-15,4.0,ug m-3,P,2023-04-15,51.522287,-0.125848
BL0,NO,2023-04-16,2.0,ug m-3,P,2023-04-16,51.522287,-0.125848
BL0,NO,2023-04-17,5.0,ug m-3,P,2023-04-17,51.522287,-0.125848
BL0,NO,2023-04-18,3.3,ug m-3,P,2023-04-18,51.522287,-0.125848
BL0,NO,2023-04-19,4.4,ug m-3,P,2023-04-19,51.522287,-0.125848
BL0,NO,2023-04-20,3.5,ug m-3,P,2023-04-20,51.522287,-0.125848
BL0,NO,2023-04-21,3.8,ug m-3,P,2023-04-21,51.522287,-0.125848
BL0,NO,2023-04-22,11.6,ug m-3,P,2023-04-22,51.522287,-0.125848
BL0,NO,2023-04-23,2.2,ug m-3,P,2023-04-23,51.522287,-0.125848
BL0,NO,2023-04-24,4.6,ug m-3,P,2023-04-24,51.522287,-0.125848
BL0,NO,2023-04-25,3.9,ug m-3,P,2023-04-25,51.522287,-0.125848
BL0,NO,2023-04-26,1.8,ug m-3,P,2023-04-26,51.522287,-0.125848
BL0,NO,2023-04-27,3.4,ug m-3,P,2023-04-27,51.522287,-0.125848
BL0,NO,2023-04-28,6.0,ug m-3,P,2023-04-28,51.522287,-0.125848
BL0,NO,2023-04-29,2.3,ug m-3,P,2023-04-29,51.522287,-0.125848
BL0,NO,2023-04-30,0.7,ug m-3,P,2023-04-30,51.522287,-0.125848
BL0,NO,2023-05-01,3.7,ug m-3,P,2023-05-01,51.522287,-0.125848
BL0,NO,2023-05-02,2.4,ug m-3,P,2023-05-02,51.522287,-0.125848
BL0,NO,2023-05-03,3.0,ug m-3,P,2023-05-03,51.522287,-0.125848
BL0,NO,2023-05-04,3.7,ug m-3,P,2023-05-04,51.522287,-0.125848
BL0,NO,2023-05-05,1.0,ug m-3,P,2023-05-05,51.522287,-0.125848
BL0,NO,2023-05-06,0.9,ug m-3,P,2023-05-06,51.522287,-0.125848
BL0,NO,2023-05-07,1.4,ug m-3,P,2023-05-07,51.522287,-0.125848
BL0,NO,2023-05-08,0.6,ug m-3,P,2023-05-08,51.522287,-0.125848
BL0,NO,2023-05-09,2.3,ug m-3,P,2023-05-09,51.522287,-0.125848
BL0,NO,2023-05-10,2.7,ug m-3,P,2023-05-10,51.522287,-0.125848
BL0,NO,2023-05-11,4.8,ug m-3,P,2023-05-11,51.522287,-0.125848
BL0,NO,2023-05-12,4.5,ug m-3,P,2023-05-12,51.522287,-0.125848
BL0,NO,2023-05-13,3.1,ug m-3,P,2023-05-13,51.522287,-0.125848
BL0,NO,2023-05-14,2.1,ug m-3,P,2023-05-14,51.522287,-0.125848
BL0,NO,2023-05-15,4.5,ug m-3,P,2023-05-15,51.522287,-0.125848
BL0,NO,2023-05-16,5.0,ug m-3,P,2023-05-16,51.522287,-0.125848
BL0,NO,2023-05-17,3.4,ug m-3,P,2023-05-17,51.522287,-0.125848
BL0,NO,2023-05-18,2.7,ug m-3,P,2023-05-18,51.522287,-0.125848
BL0,NO,2023-05-19,2.7,ug m-3,P,2023-05-19,51.522287,-0.125848
BL0,NO,2023-05-20,2.2,ug m-3,P,2023-05-20,51.522287,-0.125848
BL0,NO,2023-05-21,2.0,ug m-3,P,2023-05-21,51.522287,-0.125848
BL0,NO,2023-05-22,3.4,ug m-3,P,2023-05-22,51.522287,-0.125848
BL0,NO,2023-05-23,2.7,ug m-3,P,2023-05-23,51.522287,-0.125848
BL0,NO,2023-05-24,2.7,ug m-3,P,2023-05-24,51.522287,-0.125848
BL0,NO,2023-05-25,2.3,ug m-3,P,2023-05-25,51.522287,-0.125848
BL0,NO,2023-05-26,1.9,ug m-3,P,2023-05-26,51.522287,-0.125848
BL0,NO,2023-05-27,1.4,ug m-3,P,2023-05-27,51.522287,-0.125848
BL0,NO,2023-05-28,1.5,ug m-3,P,2023-05-28,51.522287,-0.125848
BL0,NO,2023-05-29,1.5,ug m-3,P,2023-05-29,51.522287,-0.125848
BL0,NO,2023-05-30,2.1,ug m-3,P,2023-05-30,51.522287,-0.125848
BL0,NO,2023-05-31,2.0,ug m-3,P,2023-05-31,51.522287,-0.125848
BL0,NO,2023-06-01,2.1,ug m-3,P,2023-06-01,51.522287,-0.125848
BL0,NO,2023-06-02,1.9,ug m-3,P,2023-06-02,51.522287,-0.125848
BL0,NO,2023-06-03,1.8,ug m-3,P,2023-06-03,51.522287,-0.125848
BL0,NO,2023-06-04,1.4,ug m-3,P,2023-06-04,51.522287,-0.125848
BL0,NO,2023-06-05,1.9,ug m-3,P,2023-06-05,51.522287,-0.125848
BL0,NO,2023-06-06,2.2,ug m-3,P,2023-06-06,51.522287,-0.125848
BL0,NO,2023-06-07,1.7,ug m-3,P,2023-06-07,51.522287,-0.125848
BL0,NO,2023-06-08,1.9,ug m-3,P,2023-06-08,51.522287,-0.125848
BL0,NO,2023-06-09,1.5,ug m-3,P,2023-06-09,51.522287,-0.125848
BL0,NO,2023-06-10,1.1,ug m-3,P,2023-06-10,51.522287,-0.125848
BL0,NO,2023-06-11,0.5,ug m-3,P,2023-06-11,51.522287,-0.125848
BL0,NO,2023-06-12,0.7,ug m-3,P,2023-06-12,51.522287,-0.125848
BL0,NO,2023-06-13,1.2,ug m-3,P,2023-06-13,51.522287,-0.125848
BL0,NO,2023-06-14,1.3,ug m-3,P,2023-06-14,51.522287,-0.125848
BL0,NO,2023-06-15,1.2,ug m-3,P,2023-06-15,51.522287,-0.125848
BL0,NO,2023-06-16,0.8,ug m-3,P,2023-06-16,51.522287,-0.125848
BL0,NO,2023-06-17,1.0,ug m-3,P,2023-06-17,51.522287,-0.125848
BL0,NO,2023-06-18,0.8,ug m-3,P,2023-06-18,51.522287,-0.125848
BL0,NO,2023-06-19,0.7,ug m-3,P,2023-06-19,51.522287,-0.125848
BL0,NO,2023-06-20,1.5,ug m-3,P,2023-06-20,51.522287,-0.125848
BL0,NO,2023-06-21,0.6,ug m-3,P,2023-06-21,51.522287,-0.125848
BL0,NO,2023-06-22,1.5,ug m-3,P,2023-06-22,51.522287,-0.125848
BL0,NO,2023-06-23,1.2,ug m-3,P,2023-06-23,51.522287,-0.125848
BL0,NO,2023-06-24,0.9,ug m-3,P,2023-06-24,51.522287,-0.125848
BL0,NO,2023-06-25,0.4,ug m-3,P,2023-06-25,51.522287,-0.125848
BL0,NO,2023-06-26,1.4,ug m-3,P,2023-06-26,51.522287,-0.125848
BL0,NO,2023-06-27,0.7,ug m-3,P,2023-06-27,51.522287,-0.125848
BL0,NO,2023-06-28,1.0,ug m-3,P,2023-06-28,51.522287,-0.125848
BL0,NO,2023-06-29,3.2,ug m-3,P,2023-06-29,51.522287,-0.125848
BL0,NO,2023-06-30,1.0,ug m-3,P,2023-06-30,51.522287,-0.125848
BL0,NO,2023-07-01,2.7,ug m-3,P,2023-07-01,51.522287,-0.125848
BL0,NO,2023-07-02,0.8,ug m-3,P,2023-07-02,51.522287,-0.125848
BL0,NO,2023-07-03,0.8,ug m-3,P,2023-07-03,51.522287,-0.125848
BL0,NO,2023-07-04,1.1,ug m-3,P,2023-07-04,51.522287,-0.125848
BL0,NO,2023-07-05,1.8,ug m-3,P,2023-07-05,51.522287,-0.125848
BL0,NO,2023-07-06,0.7,ug m-3,P,2023-07-06,51.522287,-0.125848
BL0,NO,2023-07-07,3.0,ug m-3,P,2023-07-07,51.522287,-0.125848
BL0,NO,2023-07-08,0.8,ug m-3,P,2023-07-08,51.522287,-0.125848
BL0,NO,2023-07-09,0.4,ug m-3,P,2023-07-09,51.522287,-0.125848
BL0,NO,2023-07-10,0.5,ug m-3,P,2023-07-10,51.522287,-0.125848
BL0,NO,2023-07-11,0.5,ug m-3,P,2023-07-11,51.522287,-0.125848
BL0,NO,2023-07-12,0.8,ug m-3,P,2023-07-12,51.522287,-0.125848
BL0,NO,2023-07-13,0.6,ug m-3,P,2023-07-13,51.522287,-0.125848
BL0,NO,2023-07-14,1.2,ug m-3,P,2023-07-14,51.522287,-0.125848
BL0,NO,2023-07-15,0.6,ug m-3,P,2023-07-15,51.522287,-0.125848
BL0,NO,2023-07-16,0.4,ug m-3,P,2023-07-16,51.522287,-0.125848
BL0,NO,2023-07-17,0.9,ug m-3,P,2023-07-17,51.522287,-0.125848
BL0,NO,2023-07-18,0.7,ug m-3,P,2023-07-18,51.522287,-0.125848
BL0,NO,2023-07-19,2.1,ug m-3,P,2023-07-19,51.522287,-0.125848
BL0,NO,2023-07-20,2.7,ug m-3,P,2023-07-20,51.522287,-0.125848
BL0,NO,2023-07-21,1.9,ug m-3,P,2023-07-21,51.522287,-0.125848
BL0,NO,2023-07-22,0.5,ug m-3,P,2023-07-22,51.522287,-0.125848
BL0,NO,2023-07-23,0.5,ug m-3,P,2023-07-23,51.522287,-0.125848
BL0,NO,2023-07-24,2.5,ug m-3,P,2023-07-24,51.522287,-0.125848
BL0,NO,2023-07-25,3.3,ug m-3,P,2023-07-25,51.522287,-0.125848
BL0,NO,2023-07-26,1.3,ug m-3,P,2023-07-26,51.522287,-0.125848
BL0,NO,2023-07-27,0.9,ug m-3,P,2023-07-27,51.522287,-0.125848
BL0,NO,2023-07-28,0.9,ug m-3,P,2023-07-28,51.522287,-0.125848
BL0,NO,2023-07-29,0.5,ug m-3,P,2023-07-29,51.522287,-0.125848
BL0,NO,2023-07-30,0.6,ug m-3,P,2023-07-30,51.522287,-0.125848
BL0,NO,2023-07-31,0.9,ug m-3,P,2023-07-31,51.522287,-0.125848
BL0,NO,2023-08-01,1.4,ug m-3,P,2023-08-01,51.522287,-0.125848
BL0,NO,2023-08-02,2.03,ug m-3,P,2023-08-02,51.522287,-0.125848
BL0,NO,2023-08-03,2.67,ug m-3,P,2023-08-03,51.522287,-0.125848
BL0,NO,2023-08-04,3.3,ug m-3,P,2023-08-04,51.522287,-0.125848
BL0,NO,2023-08-05,2.4,ug m-3,P,2023-08-05,51.522287,-0.125848
BL0,NO,2023-08-06,4.4,ug m-3,P,2023-08-06,51.522287,-0.125848
BL0,NO,2023-08-07,1.8,ug m-3,P,2023-08-07,51.522287,-0.125848
BL0,NO,2023-08-08,1.1,ug m-3,P,2023-08-08,51.522287,-0.125848
BL0,NO,2023-08-09,2.5,ug m-3,P,2023-08-09,51.522287,-0.125848
BL0,NO,2023-08-10,0.9,ug m-3,P,2023-08-10,51.522287,-0.125848
BL0,NO,2023-08-11,0.6,ug m-3,P,2023-08-11,51.522287,-0.125848
BL0,NO,2023-08-12,0.6,ug m-3,P,2023-08-12,51.522287,-0.125848
BL0,NO,2023-08-13,0.5,ug m-3,P,2023-08-13,51.522287,-0.125848
BL0,NO,2023-08-14,1.1,ug m-3,P,2023-08-14,51.522287,-0.125848
BL0,NO,2023-08-15,1.5,ug m-3,P,2023-08-15,51.522287,-0.125848
BL0,NO,2023-08-16,2.0,ug m-3,P,2023-08-16,51.522287,-0.125848
BL0,NO,2023-08-17,1.8,ug m-3,P,2023-08-17,51.522287,-0.125848
BL0,NO,2023-08-18,1.9,ug m-3,P,2023-08-18,51.522287,-0.125848
BL0,NO,2023-08-19,0.7,ug m-3,P,2023-08-19,51.522287,-0.125848
BL0,NO,2023-08-20,0.8,ug m-3,P,2023-08-20,51.522287,-0.125848
BL0,NO,2023-08-21,0.83,ug m-3,P,2023-08-21,51.522287,-0.125848
BL0,NO,2023-08-22,0.86,ug m-3,P,2023-08-22,51.522287,-0.125848
BL0,NO,2023-08-23,0.89,ug m-3,P,2023-08-23,51.522287,-0.125848
BL0,NO,2023-08-24,0.91,ug m-3,P,2023-08-24,51.522287,-0.125848
BL0,NO,2023-08-25,0.94,ug m-3,P,2023-08-25,51.522287,-0.125848
BL0,NO,2023-08-26,0.97,ug m-3,P,2023-08-26,51.522287,-0.125848
BL0,NO,2023-08-27,1.0,ug m-3,P,2023-08-27,51.522287,-0.125848
BL0,NO,2023-08-28,1.03,ug m-3,P,2023-08-28,51.522287,-0.125848
BL0,NO,2023-08-29,1.06,ug m-3,P,2023-08-29,51.522287,-0.125848
BL0,NO,2023-08-30,1.08,ug m-3,P,2023-08-30,51.522287,-0.125848
BL0,NO,2023-08-31,1.11,ug m-3,P,2023-08-31,51.522287,-0.125848
BL0,NO,2023-09-01,1.14,ug m-3,P,2023-09-01,51.522287,-0.125848
BL0,NO,2023-09-02,1.17,ug m-3,P,2023-09-02,51.522287,-0.125848
BL0,NO,2023-09-03,1.2,ug m-3,P,2023-09-03,51.522287,-0.125848
BL0,NO,2023-09-04,1.23,ug m-3,P,2023-09-04,51.522287,-0.125848
BL0,NO,2023-09-05,1.25,ug m-3,P,2023-09-05,51.522287,-0.125848
BL0,NO,2023-09-06,1.28,ug m-3,P,2023-09-06,51.522287,-0.125848
BL0,NO,2023-09-07,1.31,ug m-3,P,2023-09-07,51.522287,-0.125848
BL0,NO,2023-09-08,1.34,ug m-3,P,2023-09-08,51.522287,-0.125848
BL0,NO,2023-09-09,1.37,ug m-3,P,2023-09-09,51.522287,-0.125848
BL0,NO,2023-09-10,1.4,ug m-3,P,2023-09-10,51.522287,-0.125848
BL0,NO,2023-09-11,1.42,ug m-3,P,2023-09-11,51.522287,-0.125848
BL0,NO,2023-09-12,1.45,ug m-3,P,2023-09-12,51.522287,-0.125848
BL0,NO,2023-09-13,1.48,ug m-3,P,2023-09-13,51.522287,-0.125848
BL0,NO,2023-09-14,1.51,ug m-3,P,2023-09-14,51.522287,-0.125848
BL0,NO,2023-09-15,1.54,ug m-3,P,2023-09-15,51.522287,-0.125848
BL0,NO,2023-09-16,1.57,ug m-3,P,2023-09-16,51.522287,-0.125848
BL0,NO,2023-09-17,1.6,ug m-3,P,2023-09-17,51.522287,-0.125848
BL0,NO,2023-09-18,1.62,ug m-3,P,2023-09-18,51.522287,-0.125848
BL0,NO,2023-09-19,1.65,ug m-3,P,2023-09-19,51.522287,-0.125848
BL0,NO,2023-09-20,1.68,ug m-3,P,2023-09-20,51.522287,-0.125848
BL0,NO,2023-09-21,1.71,ug m-3,P,2023-09-21,51.522287,-0.125848
BL0,NO,2023-09-22,1.74,ug m-3,P,2023-09-22,51.522287,-0.125848
BL0,NO,2023-09-23,1.77,ug m-3,P,2023-09-23,51.522287,-0.125848
BL0,NO,2023-09-24,1.79,ug m-3,P,2023-09-24,51.522287,-0.125848
BL0,NO,2023-09-25,1.82,ug m-3,P,2023-09-25,51.522287,-0.125848
BL0,NO,2023-09-26,1.85,ug m-3,P,2023-09-26,51.522287,-0.125848
BL0,NO,2023-09-27,1.88,ug m-3,P,2023-09-27,51.522287,-0.125848
BL0,NO,2023-09-28,1.91,ug m-3,P,2023-09-28,51.522287,-0.125848
BL0,NO,2023-09-29,1.94,ug m-3,P,2023-09-29,51.522287,-0.125848
BL0,NO,2023-09-30,1.96,ug m-3,P,2023-09-30,51.522287,-0.125848
BL0,NO,2023-10-01,1.99,ug m-3,P,2023-10-01,51.522287,-0.125848
BL0,NO,2023-10-02,2.02,ug m-3,P,2023-10-02,51.522287,-0.125848
BL0,NO,2023-10-03,2.05,ug m-3,P,2023-10-03,51.522287,-0.125848
BL0,NO,2023-10-04,2.08,ug m-3,P,2023-10-04,51.522287,-0.125848
BL0,NO,2023-10-05,2.11,ug m-3,P,2023-10-05,51.522287,-0.125848
BL0,NO,2023-10-06,2.14,ug m-3,P,2023-10-06,51.522287,-0.125848
BL0,NO,2023-10-07,2.16,ug m-3,P,2023-10-07,51.522287,-0.125848
BL0,NO,2023-10-08,2.19,ug m-3,P,2023-10-08,51.522287,-0.125848
BL0,NO,2023-10-09,2.22,ug m-3,P,2023-10-09,51.522287,-0.125848
BL0,NO,2023-10-10,2.25,ug m-3,P,2023-10-10,51.522287,-0.125848
BL0,NO,2023-10-11,2.28,ug m-3,P,2023-10-11,51.522287,-0.125848
BL0,NO,2023-10-12,2.31,ug m-3,P,2023-10-12,51.522287,-0.125848
BL0,NO,2023-10-13,2.33,ug m-3,P,2023-10-13,51.522287,-0.125848
BL0,NO,2023-10-14,2.36,ug m-3,P,2023-10-14,51.522287,-0.125848
BL0,NO,2023-10-15,2.39,ug m-3,P,2023-10-15,51.522287,-0.125848
BL0,NO,2023-10-16,2.42,ug m-3,P,2023-10-16,51.522287,-0.125848
BL0,NO,2023-10-17,2.45,ug m-3,P,2023-10-17,51.522287,-0.125848
BL0,NO,2023-10-18,2.48,ug m-3,P,2023-10-18,51.522287,-0.125848
BL0,NO,2023-10-19,2.5,ug m-3,P,2023-10-19,51.522287,-0.125848
BL0,NO,2023-10-20,2.53,ug m-3,P,2023-10-20,51.522287,-0.125848
BL0,NO,2023-10-21,2.56,ug m-3,P,2023-10-21,51.522287,-0.125848
BL0,NO,2023-10-22,2.59,ug m-3,P,2023-10-22,51.522287,-0.125848
BL0,NO,2023-10-23,2.62,ug m-3,P,2023-10-23,51.522287,-0.125848
BL0,NO,2023-10-24,2.65,ug m-3,P,2023-10-24,51.522287,-0.125848
BL0,NO,2023-10-25,2.67,ug m-3,P,2023-10-25,51.522287,-0.125848
BL0,NO,2023-10-26,2.7,ug m-3,P,2023-10-26,51.522287,-0.125848
BL0,NO,2023-10-27,2.73,ug m-3,P,2023-10-27,51.522287,-0.125848
BL0,NO,2023-10-28,2.76,ug m-3,P,2023-10-28,51.522287,-0.125848
BL0,NO,2023-10-29,2.79,ug m-3,P,2023-10-29,51.522287,-0.125848
BL0,NO,2023-10-30,2.82,ug m-3,P,2023-10-30,51.522287,-0.125848
BL0,NO,2023-10-31,2.85,ug m-3,P,2023-10-31,51.522287,-0.125848
BL0,NO,2023-11-01,2.87,ug m-3,P,2023-11-01,51.522287,-0.125848
BL0,NO,2023-11-02,2.9,ug m-3,P,2023-11-02,51.522287,-0.125848
BL0,NO,2023-11-03,2.93,ug m-3,P,2023-11-03,51.522287,-0.125848
BL0,NO,2023-11-04,2.96,ug m-3,P,2023-11-04,51.522287,-0.125848
BL0,NO,2023-11-05,2.99,ug m-3,P,2023-11-05,51.522287,-0.125848
BL0,NO,2023-11-06,3.02,ug m-3,P,2023-11-06,51.522287,-0.125848
BL0,NO,2023-11-07,3.04,ug m-3,P,2023-11-07,51.522287,-0.125848
BL0,NO,2023-11-08,3.07,ug m-3,P,2023-11-08,51.522287,-0.125848
BL0,NO,2023-11-09,3.1,ug m-3,P,2023-11-09,51.522287,-0.125848
BL0,NO,2023-11-10,3.13,ug m-3,P,2023-11-10,51.522287,-0.125848
BL0,NO,2023-11-11,3.16,ug m-3,P,2023-11-11,51.522287,-0.125848
BL0,NO,2023-11-12,3.19,ug m-3,P,2023-11-12,51.522287,-0.125848
BL0,NO,2023-11-13,3.21,ug m-3,P,2023-11-13,51.522287,-0.125848
BL0,NO,2023-11-14,3.24,ug m-3,P,2023-11-14,51.522287,-0.125848
BL0,NO,2023-11-15,3.27,ug m-3,P,2023-11-15,51.522287,-0.125848
BL0,NO,2023-11-16,3.3,ug m-3,P,2023-11-16,51.522287,-0.125848
BL0,NO,2023-11-17,3.33,ug m-3,P,2023-11-17,51.522287,-0.125848
BL0,NO,2023-11-18,3.36,ug m-3,P,2023-11-18,51.522287,-0.125848
BL0,NO,2023-11-19,3.38,ug m-3,P,2023-11-19,51.522287,-0.125848
BL0,NO,2023-11-20,3.41,ug m-3,P,2023-11-20,51.522287,-0.125848
BL0,NO,2023-11-21,3.44,ug m-3,P,2023-11-21,51.522287,-0.125848
BL0,NO,2023-11-22,3.47,ug m-3,P,2023-11-22,51.522287,-0.125848
BL0,NO,2023-11-23,3.5,ug m-3,P,2023-11-23,51.522287,-0.125848
BL0,NO,2023-11-24,3.53,ug m-3,P,2023-11-24,51.522287,-0.125848
BL0,NO,2023-11-25,3.56,ug m-3,P,2023-11-25,51.522287,-0.125848
BL0,NO,2023-11-26,3.58,ug m-3,P,2023-11-26,51.522287,-0.125848
BL0,NO,2023-11-27,3.61,ug m-3,P,2023-11-27,51.522287,-0.125848
BL0,NO,2023-11-28,3.64,ug m-3,P,2023-11-28,51.522287,-0.125848
BL0,NO,2023-11-29,3.67,ug m-3,P,2023-11-29,51.522287,-0.125848
BL0,NO,2023-11-30,3.7,ug m-3,P,2023-11-30,51.522287,-0.125848
BL0,NO,2023-12-01,3.73,ug m-3,P,2023-12-01,51.522287,-0.125848
BL0,NO,2023-12-02,3.75,ug m-3,P,2023-12-02,51.522287,-0.125848
BL0,NO,2023-12-03,3.78,ug m-3,P,2023-12-03,51.522287,-0.125848
BL0,NO,2023-12-04,3.81,ug m-3,P,2023-12-04,51.522287,-0.125848
BL0,NO,2023-12-05,3.84,ug m-3,P,2023-12-05,51.522287,-0.125848
BL0,NO,2023-12-06,3.87,ug m-3,P,2023-12-06,51.522287,-0.125848
BL0,NO,2023-12-07,3.9,ug m-3,P,2023-12-07,51.522287,-0.125848
BL0,NO,2023-12-08,3.92,ug m-3,P,2023-12-08,51.522287,-0.125848
BL0,NO,2023-12-09,3.95,ug m-3,P,2023-12-09,51.522287,-0.125848
BL0,NO,2023-12-10,3.98,ug m-3,P,2023-12-10,51.522287,-0.125848
BL0,NO,2023-12-11,4.01,ug m-3,P,2023-12-11,51.522287,-0.125848
