Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BL0,FINE,24/11/2018 00:00,,ug/m3,P
BL0,FINE,25/11/2018 00:00,,ug/m3,P
BL0,FINE,26/11/2018 00:00,,ug/m3,P
BL0,FINE,27/11/2018 00:00,,ug/m3,P
BL0,FINE,28/11/2018 00:00,,ug/m3,P
BL0,FINE,29/11/2018 00:00,,ug/m3,P
BL0,FINE,30/11/2018 00:00,,ug/m3,P
BL0,FINE,01/12/2018 00:00,,ug/m3,P
BL0,FINE,02/12/2018 00:00,,ug/m3,P
BL0,FINE,03/12/2018 00:00,,ug/m3,P
BL0,FINE,04/12/2018 00:00,,ug/m3,P
BL0,FINE,05/12/2018 00:00,,ug/m3,P
BL0,FINE,06/12/2018 00:00,,ug/m3,P
BL0,FINE,07/12/2018 00:00,,ug/m3,P
BL0,FINE,08/12/2018 00:00,,ug/m3,P
BL0,FINE,09/12/2018 00:00,,ug/m3,P
BL0,FINE,10/12/2018 00:00,,ug/m3,P
BL0,FINE,11/12/2018 00:00,,ug/m3,P
BL0,FINE,12/12/2018 00:00,,ug/m3,P
BL0,FINE,13/12/2018 00:00,,ug/m3,P
BL0,FINE,14/12/2018 00:00,,ug/m3,P
BL0,FINE,15/12/2018 00:00,,ug/m3,P
BL0,FINE,16/12/2018 00:00,,ug/m3,P
BL0,FINE,17/12/2018 00:00,,ug/m3,P
BL0,FINE,18/12/2018 00:00,,ug/m3,P
BL0,FINE,19/12/2018 00:00,,ug/m3,P
BL0,FINE,20/12/2018 00:00,,ug/m3,P
BL0,FINE,21/12/2018 00:00,,ug/m3,P
BL0,FINE,22/12/2018 00:00,,ug/m3,P
BL0,FINE,23/12/2018 00:00,,ug/m3,P
BL0,FINE,24/12/2018 00:00,,ug/m3,P
BL0,FINE,25/12/2018 00:00,,ug/m3,P
BL0,FINE,26/12/2018 00:00,,ug/m3,P
BL0,FINE,27/12/2018 00:00,,ug/m3,P
BL0,FINE,28/12/2018 00:00,,ug/m3,P
BL0,FINE,29/12/2018 00:00,,ug/m3,P
BL0,FINE,30/12/2018 00:00,,ug/m3,P
BL0,FINE,31/12/2018 00:00,,ug/m3,P
BL0,FINE,01/01/2019 00:00,,ug/m3,P
BL0,FINE,02/01/2019 00:00,,ug/m3,P
BL0,FINE,03/01/2019 00:00,,ug/m3,P
BL0,FINE,04/01/2019 00:00,,ug/m3,P
BL0,FINE,05/01/2019 00:00,,ug/m3,P
