Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC1,NO,04/07/2018 00:00,3.20000,ug m-3,R
KC1,NO,05/07/2018 00:00,2.60000,ug m-3,R
KC1,NO,06/07/2018 00:00,1.90000,ug m-3,R
KC1,NO,07/07/2018 00:00,4.20000,ug m-3,R
KC1,NO,08/07/2018 00:00,0.80000,ug m-3,R
KC1,NO,09/07/2018 00:00,4.40000,ug m-3,R
KC1,NO,10/07/2018 00:00,1.60000,ug m-3,R
KC1,NO,11/07/2018 00:00,1.40000,ug m-3,R
KC1,NO,12/07/2018 00:00,1.50000,ug m-3,R
KC1,NO,13/07/2018 00:00,2.60000,ug m-3,R
KC1,NO,14/07/2018 00:00,1.20000,ug m-3,R
KC1,NO,15/07/2018 00:00,1.00000,ug m-3,R
KC1,NO,16/07/2018 00:00,3.00000,ug m-3,R
KC1,NO,17/07/2018 00:00,1.30000,ug m-3,R
KC1,NO,18/07/2018 00:00,1.70000,ug m-3,R
KC1,NO,19/07/2018 00:00,2.80000,ug m-3,R
KC1,NO,20/07/2018 00:00,2.50000,ug m-3,R
KC1,NO,21/07/2018 00:00,0.90000,ug m-3,R
KC1,NO,22/07/2018 00:00,1.10000,ug m-3,R
KC1,NO,23/07/2018 00:00,2.20000,ug m-3,R
KC1,NO,24/07/2018 00:00,1.50000,ug m-3,R
KC1,NO,25/07/2018 00:00,2.30000,ug m-3,R
KC1,NO,26/07/2018 00:00,3.60000,ug m-3,R
KC1,NO,27/07/2018 00:00,1.60000,ug m-3,R
KC1,NO,28/07/2018 00:00,0.60000,ug m-3,R
KC1,NO,29/07/2018 00:00,0.80000,ug m-3,R
KC1,NO,30/07/2018 00:00,1.50000,ug m-3,R
KC1,NO,31/07/2018 00:00,1.10000,ug m-3,R
KC1,NO,01/08/2018 00:00,2.00000,ug m-3,R
KC1,NO,02/08/2018 00:00,1.90000,ug m-3,R
KC1,NO,03/08/2018 00:00,3.30000,ug m-3,R
KC1,NO,04/08/2018 00:00,1.30000,ug m-3,R
KC1,NO,05/08/2018 00:00,2.00000,ug m-3,R
KC1,NO,06/08/2018 00:00,3.00000,ug m-3,R
KC1,NO,07/08/2018 00:00,2.00000,ug m-3,R
KC1,NO,08/08/2018 00:00,1.20000,ug m-3,R
KC1,NO,09/08/2018 00:00,6.20000,ug m-3,R
KC1,NO,10/08/2018 00:00,3.50000,ug m-3,R
KC1,NO,11/08/2018 00:00,4.90000,ug m-3,R
KC1,NO,12/08/2018 00:00,0.80000,ug m-3,R
KC1,NO,13/08/2018 00:00,2.50000,ug m-3,R
KC1,NO,14/08/2018 00:00,2.60000,ug m-3,R
KC1,NO,15/08/2018 00:00,1.20000,ug m-3,R
KC1,NO,16/08/2018 00:00,3.00000,ug m-3,R
KC1,NO,17/08/2018 00:00,4.80000,ug m-3,R
KC1,NO,18/08/2018 00:00,1.20000,ug m-3,R
KC1,NO,19/08/2018 00:00,0.80000,ug m-3,R
KC1,NO,20/08/2018 00:00,2.60000,ug m-3,R
KC1,NO,21/08/2018 00:00,2.20000,ug m-3,R
KC1,NO,22/08/2018 00:00,2.70000,ug m-3,R
KC1,NO,23/08/2018 00:00,2.20000,ug m-3,R
KC1,NO,24/08/2018 00:00,1.80000,ug m-3,R
KC1,NO,25/08/2018 00:00,14.90000,ug m-3,R
KC1,NO,26/08/2018 00:00,6.90000,ug m-3,R
KC1,NO,27/08/2018 00:00,2.10000,ug m-3,R
KC1,NO,28/08/2018 00:00,2.20000,ug m-3,R
KC1,NO,29/08/2018 00:00,4.90000,ug m-3,R
KC1,NO,30/08/2018 00:00,3.40000,ug m-3,R
KC1,NO,31/08/2018 00:00,4.60000,ug m-3,R
KC1,NO,01/09/2018 00:00,6.80000,ug m-3,R
KC1,NO,02/09/2018 00:00,4.90000,ug m-3,R
KC1,NO,03/09/2018 00:00,12.30000,ug m-3,R
KC1,NO,04/09/2018 00:00,1.30000,ug m-3,R
KC1,NO,05/09/2018 00:00,1.40000,ug m-3,R
KC1,NO,06/09/2018 00:00,4.90000,ug m-3,R
KC1,NO,07/09/2018 00:00,2.80000,ug m-3,R
KC1,NO,08/09/2018 00:00,1.50000,ug m-3,R
KC1,NO,09/09/2018 00:00,0.60000,ug m-3,R
KC1,NO,10/09/2018 00:00,1.60000,ug m-3,R
KC1,NO,11/09/2018 00:00,1.30000,ug m-3,R
KC1,NO,12/09/2018 00:00,20.50000,ug m-3,R
KC1,NO,13/09/2018 00:00,46.20000,ug m-3,R
KC1,NO,14/09/2018 00:00,3.00000,ug m-3,R
KC1,NO,15/09/2018 00:00,2.30000,ug m-3,R
KC1,NO,16/09/2018 00:00,0.80000,ug m-3,R
KC1,NO,17/09/2018 00:00,1.20000,ug m-3,R
KC1,NO,18/09/2018 00:00,1.00000,ug m-3,R
KC1,NO,19/09/2018 00:00,1.20000,ug m-3,R
