TravelDate,DayOfWeek,Station,EntryTapCount,ExitTapCount
20240114,Sunday,London City Airport,1948,1636
20240114,Sunday,London Fields,1425,1586
20240114,Sunday,Loughton,1849,1894
20240114,Sunday,Maida Vale,2439,2394
20240114,Sunday,Maidenhead,771,724
20240114,Sunday,Manor House,5984,6129
20240114,Sunday,Manor Park,3462,3408
20240114,Sunday,Mansion House,2019,2181
20240114,Sunday,Marble Arch,7680,7488
20240114,Sunday,Maryland,2988,2854
20240114,Sunday,Marylebone,4260,4598
20240114,Sunday,Mile End,9418,9509
20240114,Sunday,Mill Hill East,885,927
20240114,Sunday,Monument,6613,5870
20240114,Sunday,Moor Park,371,394
20240114,Sunday,Moorgate,8356,9657
20240114,Sunday,Morden,6997,6775
20240114,Sunday,Mornington Crescent,2045,1384
20240114,Sunday,Mudchute,1183,1095
20240114,Sunday,Neasden,2121,2129
20240114,Sunday,New Cross,1,1
20240114,Sunday,New Cross Gate,2436,2591
20240114,Sunday,Newbury Park,2577,2364
20240114,Sunday,Nine Elms,4160,3989
20240114,Sunday,North Acton,4968,5145
20240114,Sunday,North Ealing,372,389
20240114,Sunday,North Greenwich,22962,23502
20240114,Sunday,North Harrow,987,963
20240114,Sunday,North Wembley,786,787
20240114,Sunday,Northfields,2610,2350
20240114,Sunday,Northolt,3064,3035
20240114,Sunday,Northwick Park,2082,2054
20240114,Sunday,Northwood,1275,1256
20240114,Sunday,Northwood Hills,930,899
20240114,Sunday,Norwood Junction,2254,2242
20240114,Sunday,Notting Hill Gate,10997,11757
20240114,Sunday,Oakwood,2294,2440
20240114,Sunday,Old Street,12455,12434
20240114,Sunday,Osterley,1325,1410
20240114,Sunday,Oval,5508,5499
20240114,Sunday,Oxford Circus,38518,42143
20240114,Sunday,Paddington,26857,25276
20240114,Sunday,Paddington EL,15483,14865
20240114,Sunday,Park Royal,1350,1345
20240114,Sunday,Parsons Green,3873,4150
20240114,Sunday,Peckham Rye,1176,1045
20240114,Sunday,Penge West,151,164
20240114,Sunday,Perivale,1177,1189
20240114,Sunday,Piccadilly Circus,23438,21151
20240114,Sunday,Pimlico,6288,6734
20240114,Sunday,Pinner,1538,1509
20240114,Sunday,Plaistow,3869,3815
20240114,Sunday,Pontoon Dock DLR,2141,2171
20240114,Sunday,Poplar,582,542
20240114,Sunday,Preston Road,1847,1920
20240114,Sunday,Prince Regent,0,3
20240114,Sunday,Pudding Mill Lane,3102,2897
20240114,Sunday,Putney Bridge,2656,3039
20240114,Sunday,Queens Park,3800,3734
20240114,Sunday,Queensbury,2107,1945
20240114,Sunday,Queensway,6448,6433
20240114,Sunday,Ravenscourt Park,1770,1714
20240114,Sunday,Rayners Lane,2640,2639
20240114,Sunday,Reading,777,789
20240114,Sunday,Rectory Road,1098,1062
20240114,Sunday,Redbridge,1639,1572
20240114,Sunday,Regents Park,1135,1569
20240114,Sunday,Richmond,5880,5469
20240114,Sunday,Rickmansworth,1071,1105
20240114,Sunday,Roding Valley,45,61
20240114,Sunday,Romford,6774,6912
20240114,Sunday,Royal Albert,1,2
20240114,Sunday,Royal Oak,2074,2043
20240114,Sunday,Royal Victoria,39,9
20240114,Sunday,Ruislip,1055,1103
20240114,Sunday,Ruislip Gardens,697,665
20240114,Sunday,Ruislip Manor,857,876
20240114,Sunday,Russell Square,6006,5953
20240114,Sunday,Seven Kings,2931,2724
20240114,Sunday,Seven Sisters,11776,11511
20240114,Sunday,Shadwell DLR,3908,3680
20240114,Sunday,Shenfield,1128,1172
20240114,Sunday,Shepherds Bush,13019,11757
20240114,Sunday,Shepherds Bush LO,3535,3902
20240114,Sunday,Shepherds Bush Market,3772,3475
20240114,Sunday,Shoreditch High Street,0,3
20240114,Sunday,Silver Street,1384,1337
20240114,Sunday,Sloane Square,10403,10121
20240114,Sunday,Slough,1243,1276
20240114,Sunday,Snaresbrook,1423,1542
20240114,Sunday,South Ealing,839,1424
20240114,Sunday,South Harrow,1616,1571
20240114,Sunday,South Kensington,28269,28796
20240114,Sunday,South Kenton,350,344
20240114,Sunday,South Quay,1842,1722
20240114,Sunday,South Ruislip,1259,1296
20240114,Sunday,South Wimbledon,3156,3183
20240114,Sunday,South Woodford,2980,3105
20240114,Sunday,Southall,5225,5152
20240114,Sunday,Southbury,707,847
20240114,Sunday,Southfields,3166,3623
20240114,Sunday,Southgate,3477,3622
20240114,Sunday,Southwark,5989,5736
20240114,Sunday,St James Street,1399,1371
20240114,Sunday,St James's Park,5427,6522
20240114,Sunday,St Johns Wood,4678,4793
20240114,Sunday,St Pauls,5189,4661
20240114,Sunday,Stamford Brook,1741,1728
20240114,Sunday,Stamford Hill,573,566
20240114,Sunday,Stanmore,2363,2671
20240114,Sunday,Star Lane DLR,517,505
20240114,Sunday,Stepney Green,3653,3627
20240114,Sunday,Stockwell,7274,6921
20240114,Sunday,Stoke Newington,1429,1281
20240114,Sunday,Stonebridge Park,1543,1667
20240114,Sunday,Stratford,49764,50228
20240114,Sunday,Stratford High Street,394,439
20240114,Sunday,Stratford International,2148,1916
20240114,Sunday,Sudbury Hill,1152,1181
20240114,Sunday,Sudbury Town,1284,1237
20240114,Sunday,Surrey Quays,0,5
20240114,Sunday,Swiss Cottage,4153,4331
20240114,Sunday,Sydenham SR,1657,1696
20240114,Sunday,Taplow,143,138
20240114,Sunday,Temple,2923,2824
20240114,Sunday,Theobalds Grove,477,439
20240114,Sunday,Theydon Bois,623,676
20240114,Sunday,Tooting Bec,5618,5721
20240114,Sunday,Tooting Broadway,10423,10616
20240114,Sunday,Tottenham Court Road,45610,43624
20240114,Sunday,Tottenham Hale,13574,13633
20240114,Sunday,Totteridge & Whetstone,1771,1707
20240114,Sunday,Tower Gateway,1407,1429
20240114,Sunday,Tower Hill,14450,13207
20240114,Sunday,Tufnell Park,4519,4578
20240114,Sunday,Turkey Street,680,631
20240114,Sunday,Turnham Green,4798,4741
20240114,Sunday,Turnpike Lane,7757,7870
20240114,Sunday,Twyford,163,158
20240114,Sunday,Upminster,2161,2217
20240114,Sunday,Upminster Bridge,275,305
20240114,Sunday,Upney,1681,1497
20240114,Sunday,Upper Holloway,8,1
20240114,Sunday,Upton Park,8176,7910
20240114,Sunday,Uxbridge,3613,3591
20240114,Sunday,Vauxhall,19876,18486
20240114,Sunday,Victoria,44531,47280
20240114,Sunday,W Silvertown,1495,1332
20240114,Sunday,Walthamstow Central,12376,12748
20240114,Sunday,Walthamstow Queens Road,12,2
20240114,Sunday,Wandsworth Road,1,0
20240114,Sunday,Wanstead,1612,1583
20240114,Sunday,Wanstead Park,2,4
20240114,Sunday,Wapping,0,5
20240114,Sunday,Warren Street,7361,7632
20240114,Sunday,Warwick Avenue,2705,2774
20240114,Sunday,Waterloo,36595,37400
20240114,Sunday,Watford High Street,673,709
20240114,Sunday,Watford Junction,2829,2598
20240114,Sunday,Watford Met,1062,977
20240114,Sunday,Wembley Central,2967,2986
20240114,Sunday,Wembley Park,14197,14422
20240114,Sunday,West Acton,873,846
20240114,Sunday,West Brompton,3681,3212
20240114,Sunday,West Croydon,1623,1285
20240114,Sunday,West Drayton,1982,1706
20240114,Sunday,West Finchley,990,955
20240114,Sunday,West Ham,3356,3229
20240114,Sunday,West Hampstead,5964,5719
20240114,Sunday,West Hampstead LO,1976,1904
20240114,Sunday,West Harrow,747,693
20240114,Sunday,West India Quay,1017,1096
20240114,Sunday,West Kensington,4068,3603
20240114,Sunday,West Ruislip,1105,1052
20240114,Sunday,Westbourne Park,3032,2754
20240114,Sunday,Westferry,2489,2157
20240114,Sunday,Westminster,13507,13939
20240114,Sunday,White City,7953,8955
20240114,Sunday,White Hart Lane,1180,1136
20240114,Sunday,Whitechapel,13256,14208
20240114,Sunday,Willesden Green,4925,5137
20240114,Sunday,Willesden Junction,2613,2937
20240114,Sunday,Wimbledon,11133,10872
20240114,Sunday,Wimbledon Park,885,1198
20240114,Sunday,Wood Green,8907,8898
20240114,Sunday,Wood Lane,5408,5843
20240114,Sunday,Wood Street,1501,1479
20240114,Sunday,Woodford,3507,3510
20240114,Sunday,Woodgrange Park,74,96
20240114,Sunday,Woodside Park,1948,1717
20240114,Sunday,Woolwich Arsenal DLR,4896,5500
20240114,Sunday,Woolwich Arsenal NR,1,1
20240114,Sunday,Woolwich EL,11469,11097
20240115,Monday,Abbey Road DLR,859,829
20240115,Monday,Abbey Wood,14322,13459
20240115,Monday,Acton Central,2281,2308
20240115,Monday,Acton Main Line,3443,3416
20240115,Monday,Acton Town,7160,7319
20240115,Monday,Aldgate,9960,11149
20240115,Monday,Aldgate East,14142,13622
20240115,Monday,All Saints,1326,1208
20240115,Monday,Alperton,3501,3772
20240115,Monday,Amersham,2819,2736
20240115,Monday,Anerley,1128,1081
20240115,Monday,Angel,14536,15307
20240115,Monday,Archway,11344,10916
20240115,Monday,Arnos Grove,4917,4537
20240115,Monday,Arsenal,2473,2644
20240115,Monday,Baker Street,26215,26928
20240115,Monday,Balham,15058,14954
20240115,Monday,Bank,45331,47505
20240115,Monday,Barbican,7814,8126
20240115,Monday,Barking,23198,23281
20240115,Monday,Barking Riverside,1449,1258
20240115,Monday,Barkingside,1766,1861
20240115,Monday,Barons Court,7832,7754
20240115,Monday,Battersea Power Station,9399,9110
20240115,Monday,Bayswater,4683,4526
20240115,Monday,Beckton,2063,2066
20240115,Monday,Beckton Park,471,404
20240115,Monday,Becontree,4683,4729
20240115,Monday,Belsize Park,7763,7916
20240115,Monday,Bermondsey,9384,9280
20240115,Monday,Bethnal Green,13034,12252
20240115,Monday,Bethnal Green NR,2376,2619
20240115,Monday,Blackfriars,15437,15302
20240115,Monday,Blackhorse Road,12920,12428
20240115,Monday,Blackwall,1269,1134
20240115,Monday,Bond Street,49613,50042
20240115,Monday,Borough,5770,5875
20240115,Monday,Boston Manor,1871,2068
20240115,Monday,Bounds Green,5891,5998
20240115,Monday,Bow Church,2109,1984
20240115,Monday,Bow Road,6456,6322
20240115,Monday,Brent Cross,2877,2823
20240115,Monday,Brentwood,4243,4103
20240115,Monday,Brixton,26631,25437
20240115,Monday,Brockley,4435,4572
20240115,Monday,Bromley-by-Bow,5998,6073
20240115,Monday,Brondesbury,3905,3731
20240115,Monday,Brondesbury Park,1476,1550
20240115,Monday,Bruce Grove,1881,1707
20240115,Monday,Buckhurst Hill,2699,2721
20240115,Monday,Burnham Bucks,837,869
20240115,Monday,Burnt Oak,4951,4831
20240115,Monday,Bush Hill Park,1636,1559
20240115,Monday,Bushey,1577,1340
20240115,Monday,Caledonian Road,6064,6031
20240115,Monday,Caledonian Road & Barnsbury,2073,2146
20240115,Monday,Cambridge Heath,1163,1232
20240115,Monday,Camden Road,5783,5833
20240115,Monday,Camden Town,20120,20837
20240115,Monday,Canada Water,12807,13172
20240115,Monday,Canary Wharf,44508,45850
20240115,Monday,Canary Wharf DLR,9403,9978
20240115,Monday,Canary Wharf EL,22026,23717
20240115,Monday,Canning Town,16358,16471
20240115,Monday,Cannon Street,6859,6084
20240115,Monday,Canonbury,3675,3629
20240115,Monday,Canons Park,3075,3015
20240115,Monday,Carpenders Park,1728,1801
20240115,Monday,Chadwell Heath,6780,6614
20240115,Monday,Chalfont & Latimer,1916,1844
20240115,Monday,Chalk Farm,6014,5292
20240115,Monday,Chancery Lane,12624,13145
20240115,Monday,Charing Cross,18472,17897
20240115,Monday,Chesham,1503,1420
20240115,Monday,Cheshunt,2469,2560
20240115,Monday,Chigwell,516,399
20240115,Monday,Chingford,2906,2826
20240115,Monday,Chiswick Park,3063,3357
20240115,Monday,Chorleywood,1192,1142
20240115,Monday,Clapham Common,13131,12158
20240115,Monday,Clapham High Street,1873,1772
20240115,Monday,Clapham Junction,24723,24682
20240115,Monday,Clapham North,6740,7148
20240115,Monday,Clapham South,3825,7283
20240115,Monday,Clapton,2733,2544
20240115,Monday,Cockfosters,1778,1862
20240115,Monday,Colindale,9791,9515
20240115,Monday,Colliers Wood,7747,7597
20240115,Monday,Covent Garden,11109,11949
20240115,Monday,Crossharbour,2842,2983
20240115,Monday,Crouch Hill,1197,1233
20240115,Monday,Croxley,1390,1353
20240115,Monday,Crystal Palace,3395,3463
20240115,Monday,Custom House DLR,3368,2171
20240115,Monday,Custom House EL,11505,10822
20240115,Monday,Cutty Sark,7271,6949
20240115,Monday,Cyprus,1087,991
20240115,Monday,Dagenham East,4477,4194
20240115,Monday,Dagenham Heathway,7929,7893
20240115,Monday,Dalston Junction,6403,6406
20240115,Monday,Dalston Kingsland,6790,6919
20240115,Monday,Debden,2965,2817
20240115,Monday,Denmark Hill,8683,8675
20240115,Monday,Deptford Bridge,2304,2261
20240115,Monday,Devons Road,2219,2069
20240115,Monday,Dollis Hill,4856,4509
20240115,Monday,Ealing Broadway,21121,21557
20240115,Monday,Ealing Common,2842,2799
20240115,Monday,Earls Court,20220,20412
20240115,Monday,East Acton,4528,4735
20240115,Monday,East Finchley,7860,7790
20240115,Monday,East Ham,16773,16729
20240115,Monday,East India,3974,3760
20240115,Monday,East Putney,8330,8459
20240115,Monday,Eastcote,3333,3284
20240115,Monday,Edgware,6219,6134
20240115,Monday,Edgware Road B,4296,4711
20240115,Monday,Edgware Road C&H,8142,7985
20240115,Monday,Edmonton Green,5099,5134
20240115,Monday,Elephant & Castle,17828,17264
20240115,Monday,Elm Park,4058,4011
20240115,Monday,Elverson Road,1106,945
20240115,Monday,Embankment,20174,20038
20240115,Monday,Emerson Park,339,268
20240115,Monday,Enfield Town,3595,3449
20240115,Monday,Epping,4023,3936
20240115,Monday,Euston,37181,36926
20240115,Monday,Euston NR,8908,9807
20240115,Monday,Euston Square,17435,18095
20240115,Monday,Fairlop,1320,1270
20240115,Monday,Farringdon,58583,57211
20240115,Monday,Finchley Central,6123,6372
20240115,Monday,Finchley Road,11077,10582
20240115,Monday,Finchley Road & Frognal,2775,2771
20240115,Monday,Finsbury Park,24859,23328
20240115,Monday,Forest Gate,7946,7798
20240115,Monday,Forest Hill,5691,5439
20240115,Monday,Fulham Broadway,9280,9604
20240115,Monday,Gallions Reach,1815,1703
20240115,Monday,Gants Hill,7092,6956
20240115,Monday,Gidea Park,4296,4051
20240115,Monday,Gloucester Road,15712,15344
20240115,Monday,Golders Green,9198,9248
20240115,Monday,Goldhawk Road,2586,2598
20240115,Monday,Goodge Street,7734,8367
20240115,Monday,Goodmayes,6616,6457
20240115,Monday,Gospel Oak,3808,3627
20240115,Monday,Grange Hill,601,501
20240115,Monday,Great Portland Street,8013,8151
20240115,Monday,Green Park,35046,39347
20240115,Monday,Greenford,4942,4982
20240115,Monday,Greenwich,4350,4069
20240115,Monday,Gunnersbury,6415,6330
20240115,Monday,Hackney Central,6857,7152
20240115,Monday,Hackney Downs,3223,3127
20240115,Monday,Hackney Wick,4532,4590
20240115,Monday,Haggerston,4084,4010
20240115,Monday,Hainault,4346,4180
20240115,Monday,Hammersmith C&H,13174,12525
20240115,Monday,Hammersmith D&P,28395,28344
20240115,Monday,Hampstead,5046,5747
20240115,Monday,Hampstead Heath,4882,4800
20240115,Monday,Hanger Lane,3550,3422
20240115,Monday,Hanwell,2119,1888
20240115,Monday,Harlesden,3742,3779
20240115,Monday,Harold Wood,5061,4919
20240115,Monday,Harringay Green Lanes,1819,1861
20240115,Monday,Harrow & Wealdstone,5500,5290
20240115,Monday,Harrow-on-the-Hill,12205,12972
20240115,Monday,Hatch End,922,915
20240115,Monday,Hatton Cross,3965,4113
20240115,Monday,Hayes & Harlington,10227,10184
20240115,Monday,Headstone Lane,722,671
20240115,Monday,Heathrow T2&3 TfL Rail/HEx,7839,6373
20240115,Monday,Heathrow T4 TfL Rail/HEx,2350,1846
20240115,Monday,Heathrow T5 TfL Rail/HEx,5168,4176
20240115,Monday,Heathrow Terminal 4,2332,1926
20240115,Monday,Heathrow Terminal 5,5862,4110
20240115,Monday,Heathrow Terminals 2&3,7483,6154
20240115,Monday,Hendon Central,8412,7766
20240115,Monday,Heron Quays,5413,5479
20240115,Monday,High Barnet,5088,4926
20240115,Monday,High Street Kensington,12747,12568
20240115,Monday,Highams Park,4155,4119
20240115,Monday,Highbury & Islington,18209,18696
20240115,Monday,Highgate,6376,6446
20240115,Monday,Hillingdon,2147,1938
20240115,Monday,Holborn,26602,26976
20240115,Monday,Holland Park,3619,3796
20240115,Monday,Holloway Road,6349,6460
20240115,Monday,Homerton,6366,6402
20240115,Monday,Honor Oak Park,3182,3285
20240115,Monday,Hornchurch,2274,2387
20240115,Monday,Hounslow Central,4318,4334
20240115,Monday,Hounslow East,4491,4887
20240115,Monday,Hounslow West,3738,3826
20240115,Monday,Hoxton,4603,4790
20240115,Monday,Hyde Park Corner,4073,4093
20240115,Monday,Ickenham,1335,1361
20240115,Monday,Ilford,13860,14270
20240115,Monday,Imperial Wharf,4534,4447
20240115,Monday,Island Gardens,2058,1736
20240115,Monday,Iver,268,251
20240115,Monday,Kennington,6217,6290
20240115,Monday,Kensal Green,2691,2679
20240115,Monday,Kensal Rise,3415,3555
20240115,Monday,Kensington Olympia,4605,4495
20240115,Monday,Kentish Town,2166,1910
20240115,Monday,Kentish Town West,2474,2392
20240115,Monday,Kenton,2370,2304
20240115,Monday,Kew Gardens,4416,3703
20240115,Monday,Kilburn,7984,7967
20240115,Monday,Kilburn High Road,1101,1150
20240115,Monday,Kilburn Park,3632,3612
20240115,Monday,King George V,1450,1381
20240115,Monday,Kings Cross St Pancras,86847,85515
20240115,Monday,Kingsbury,4883,5011
20240115,Monday,Knightsbridge,16181,14368
20240115,Monday,Ladbroke Grove,7543,7558
20240115,Monday,Lambeth North,3663,3554
20240115,Monday,Lancaster Gate,3164,2924
20240115,Monday,Langdon Park,2517,2347
20240115,Monday,Langley Berks,713,708
20240115,Monday,Latimer Road,3377,3303
20240115,Monday,Leicester Square,29375,25903
20240115,Monday,Lewisham DLR,6784,6325
20240115,Monday,Leyton,11954,11669
20240115,Monday,Leyton Midland Road,2174,2170
20240115,Monday,Leytonstone,9983,10149
20240115,Monday,Leytonstone High Road,1540,1506
20240115,Monday,Limehouse DLR,6909,6298
20240115,Monday,Liverpool St NR,28227,27313
20240115,Monday,Liverpool Street,74278,75615
20240115,Monday,London Bridge,67297,65598
20240115,Monday,London City Airport,2963,2365
20240115,Monday,London Fields,1651,1943
20240115,Monday,Loughton,3992,4131
20240115,Monday,Maida Vale,3990,3850
20240115,Monday,Maidenhead,1731,1669
20240115,Monday,Manor House,8117,8331
20240115,Monday,Manor Park,5555,5393
20240115,Monday,Mansion House,6704,7246
20240115,Monday,Marble Arch,10393,10103
20240115,Monday,Maryland,5525,5180
20240115,Monday,Marylebone,8386,8660
20240115,Monday,Mile End,13935,13829
20240115,Monday,Mill Hill East,2030,1975
20240115,Monday,Monument,12692,11970
20240115,Monday,Moor Park,1407,1401
20240115,Monday,Moorgate,36196,39120
20240115,Monday,Morden,12058,11496
20240115,Monday,Mornington Crescent,3552,3163
20240115,Monday,Mudchute,1659,1483
20240115,Monday,Neasden,3923,3620
20240115,Monday,New Cross,3720,3676
20240115,Monday,New Cross Gate,5814,6071
20240115,Monday,Newbury Park,4991,4469
20240115,Monday,Nine Elms,5669,5541
20240115,Monday,North Acton,8427,8401
20240115,Monday,North Ealing,844,833
20240115,Monday,North Greenwich,25794,28032
20240115,Monday,North Harrow,2261,2200
20240115,Monday,North Wembley,2088,2028
20240115,Monday,Northfields,4014,4015
20240115,Monday,Northolt,6015,5717
20240115,Monday,Northwick Park,4667,4627
20240115,Monday,Northwood,3313,3259
20240115,Monday,Northwood Hills,2309,2283
20240115,Monday,Norwood Junction,5835,5592
20240115,Monday,Notting Hill Gate,14171,14484
20240115,Monday,Oakwood,3071,3083
20240115,Monday,Old Street,21978,21896
20240115,Monday,Osterley,2290,2280
20240115,Monday,Oval,7816,7871
20240115,Monday,Oxford Circus,53384,63950
20240115,Monday,Paddington,36043,33722
20240115,Monday,Paddington EL,28579,27301
20240115,Monday,Park Royal,2185,2267
20240115,Monday,Parsons Green,8160,8169
20240115,Monday,Peckham Rye,7140,7348
20240115,Monday,Penge West,710,697
20240115,Monday,Perivale,2588,2613
20240115,Monday,Piccadilly Circus,27803,24909
20240115,Monday,Pimlico,10533,10485
20240115,Monday,Pinner,3419,3295
20240115,Monday,Plaistow,7067,6871
20240115,Monday,Pontoon Dock DLR,2981,3036
20240115,Monday,Poplar,1215,1290
20240115,Monday,Preston Road,3663,3619
20240115,Monday,Prince Regent,1247,1101
20240115,Monday,Pudding Mill Lane,2254,2269
20240115,Monday,Putney Bridge,6687,7548
20240115,Monday,Queens Park,6413,6168
20240115,Monday,Queens Rd Peckham,3721,3696
20240115,Monday,Queensbury,4409,4508
20240115,Monday,Queensway,6850,7409
20240115,Monday,Ravenscourt Park,4263,4211
20240115,Monday,Rayners Lane,4964,4826
20240115,Monday,Reading,1043,1108
20240115,Monday,Rectory Road,1618,1571
20240115,Monday,Redbridge,3002,2764
20240115,Monday,Regents Park,3023,3394
20240115,Monday,Richmond,13934,14191
20240115,Monday,Rickmansworth,2997,2817
20240115,Monday,Roding Valley,235,169
20240115,Monday,Romford,14056,14805
20240115,Monday,Rotherhithe,2110,2007
20240115,Monday,Royal Albert,1387,1280
20240115,Monday,Royal Oak,3133,3018
20240115,Monday,Royal Victoria,2120,1866
20240115,Monday,Ruislip,2134,2251
20240115,Monday,Ruislip Gardens,1130,1083
20240115,Monday,Ruislip Manor,2060,2142
20240115,Monday,Russell Square,10451,10105
20240115,Monday,Seven Kings,5677,5348
20240115,Monday,Seven Sisters,17631,18228
20240115,Monday,Shadwell DLR,6118,5500
20240115,Monday,Shadwell LO,4873,5650
20240115,Monday,Shenfield,3182,3130
20240115,Monday,Shepherds Bush,16020,15341
20240115,Monday,Shepherds Bush LO,9456,9755
20240115,Monday,Shepherds Bush Market,4321,4199
20240115,Monday,Shoreditch High Street,8173,8414
20240115,Monday,Silver Street,2979,2784
20240115,Monday,Sloane Square,18362,18520
20240115,Monday,Slough,2725,2697
20240115,Monday,Snaresbrook,2931,2872
20240115,Monday,South Acton,997,1012
20240115,Monday,South Ealing,1520,2363
20240115,Monday,South Hampstead,655,583
20240115,Monday,South Harrow,2841,2816
20240115,Monday,South Kensington,33452,34318
20240115,Monday,South Kenton,979,948
20240115,Monday,South Quay,4814,4711
20240115,Monday,South Ruislip,2115,2064
20240115,Monday,South Tottenham,2044,2121
20240115,Monday,South Wimbledon,5242,5009
20240115,Monday,South Woodford,5672,5896
20240115,Monday,Southall,9230,8858
20240115,Monday,Southbury,1436,1560
20240115,Monday,Southfields,7446,7144
20240115,Monday,Southgate,5557,5842
20240115,Monday,Southwark,12329,12403
20240115,Monday,St James Street,2269,2240
20240115,Monday,St James's Park,13794,14378
20240115,Monday,St Johns Wood,8769,9088
20240115,Monday,St Pauls,12571,12714
20240115,Monday,Stamford Brook,3348,3330
20240115,Monday,Stamford Hill,1003,919
20240115,Monday,Stanmore,4134,4354
20240115,Monday,Star Lane DLR,1638,1528
20240115,Monday,Stepney Green,7378,7340
20240115,Monday,Stockwell,11053,9658
20240115,Monday,Stoke Newington,1813,1743
20240115,Monday,Stonebridge Park,3810,3741
20240115,Monday,Stratford,70643,71305
20240115,Monday,Stratford High Street,802,1008
20240115,Monday,Stratford International,3084,2668
20240115,Monday,Sudbury Hill,2639,2621
20240115,Monday,Sudbury Town,2331,2050
20240115,Monday,Surrey Quays,6446,6125
20240115,Monday,Swiss Cottage,8042,7806
20240115,Monday,Sydenham SR,4610,4810
20240115,Monday,Taplow,321,276
20240115,Monday,Temple,11311,12215
20240115,Monday,Theobalds Grove,1117,1012
20240115,Monday,Theydon Bois,1120,1039
20240115,Monday,Tooting Bec,9063,8974
20240115,Monday,Tooting Broadway,17523,17404
20240115,Monday,Tottenham Court Road,66885,65940
20240115,Monday,Tottenham Hale,18075,18044
20240115,Monday,Totteridge & Whetstone,3154,3030
20240115,Monday,Tower Gateway,2303,2322
20240115,Monday,Tower Hill,19466,19708
20240115,Monday,Tufnell Park,6471,6293
20240115,Monday,Turkey Street,1475,1332
20240115,Monday,Turnham Green,6437,6620
20240115,Monday,Turnpike Lane,10227,11400
20240115,Monday,Twyford,362,319
20240115,Monday,Upminster,5763,5868
20240115,Monday,Upminster Bridge,1522,1479
20240115,Monday,Upney,3808,3389
20240115,Monday,Upper Holloway,2084,2134
20240115,Monday,Upton Park,13043,12793
20240115,Monday,Uxbridge,8602,8568
20240115,Monday,Vauxhall,28672,26536
20240115,Monday,Victoria,74981,77787
20240115,Monday,W Silvertown,2333,2312
20240115,Monday,Walthamstow Central,17939,18943
20240115,Monday,Walthamstow Queens Road,1480,1549
20240115,Monday,Wandsworth Road,751,789
20240115,Monday,Wanstead,2637,2704
20240115,Monday,Wanstead Park,1952,1974
20240115,Monday,Wapping,2729,2748
20240115,Monday,Warren Street,21924,22757
20240115,Monday,Warwick Avenue,4355,4202
20240115,Monday,Waterloo,73618,75823
20240115,Monday,Watford High Street,1880,1740
20240115,Monday,Watford Junction,4946,4647
20240115,Monday,Watford Met,2670,2665
20240115,Monday,Wembley Central,6559,7034
20240115,Monday,Wembley Park,20847,20676
20240115,Monday,West Acton,1486,1418
20240115,Monday,West Brompton,5554,5618
20240115,Monday,West Croydon,6075,5689
20240115,Monday,West Drayton,4275,4067
20240115,Monday,West Ealing,3615,3246
20240115,Monday,West Finchley,1992,1867
20240115,Monday,West Ham,7659,7667
20240115,Monday,West Hampstead,10844,10414
20240115,Monday,West Hampstead LO,6430,6422
20240115,Monday,West Harrow,1368,1239
20240115,Monday,West India Quay,996,1110
20240115,Monday,West Kensington,5602,5556
20240115,Monday,West Ruislip,1658,1594
20240115,Monday,Westbourne Park,5371,5078
20240115,Monday,Westferry,3291,3012
20240115,Monday,Westminster,22664,23370
20240115,Monday,White City,12024,11823
20240115,Monday,White Hart Lane,2743,2690
20240115,Monday,Whitechapel,27035,27258
20240115,Monday,Willesden Green,8036,8142
20240115,Monday,Willesden Junction,6913,6702
20240115,Monday,Wimbledon,22247,21635
20240115,Monday,Wimbledon Park,2653,2625
20240115,Monday,Wood Green,12087,12142
20240115,Monday,Wood Lane,7248,7938
20240115,Monday,Wood Street,2873,2883
20240115,Monday,Woodford,6596,6586
20240115,Monday,Woodgrange Park,1377,1272
20240115,Monday,Woodside Park,3739,3174
20240115,Monday,Woolwich Arsenal DLR,7403,7813
20240115,Monday,Woolwich Arsenal NR,1453,1445
20240115,Monday,Woolwich EL,17687,17506
20240116,Tuesday,Abbey Road DLR,973,875
20240116,Tuesday,Abbey Wood,15667,14708
20240116,Tuesday,Acton Central,2516,2506
20240116,Tuesday,Acton Main Line,3842,3756
20240116,Tuesday,Acton Town,7725,7856
20240116,Tuesday,Aldgate,12905,14561
20240116,Tuesday,Aldgate East,16656,16518
20240116,Tuesday,All Saints,1447,1310
20240116,Tuesday,Alperton,3836,4088
20240116,Tuesday,Amersham,3228,3099
20240116,Tuesday,Anerley,1358,1041
20240116,Tuesday,Angel,19780,20950
20240116,Tuesday,Archway,12275,11842
20240116,Tuesday,Arnos Grove,5246,4893
20240116,Tuesday,Arsenal,3358,3149
20240116,Tuesday,Baker Street,32001,32374
20240116,Tuesday,Balham,16124,16719
20240116,Tuesday,Bank,61414,55058
20240116,Tuesday,Barbican,9472,9816
20240116,Tuesday,Barking,24426,24882
20240116,Tuesday,Barking Riverside,1577,1394
20240116,Tuesday,Barkingside,1975,1974
20240116,Tuesday,Barons Court,9114,9052
20240116,Tuesday,Battersea Power Station,11643,11107
20240116,Tuesday,Bayswater,4754,4438
20240116,Tuesday,Beckton,2263,2240
20240116,Tuesday,Beckton Park,557,473
20240116,Tuesday,Becontree,5069,4921
20240116,Tuesday,Belsize Park,8634,8808
20240116,Tuesday,Bermondsey,10510,10353
20240116,Tuesday,Bethnal Green,14339,13617
