date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
2018-04-01,251.05,244.43,1591.04,98.25,634.87,73.81,15.76,34.32,5.07,7.01,7.55,143.5,2712.09
2018-04-02,290.0,278.91,1811.59,112.42,724.93,83.89,17.85,38.9,5.75,7.95,8.55,162.88,3090.73
2018-04-03,328.83,312.92,2029.17,126.42,813.91,93.8,19.9,43.38,6.42,8.88,9.53,181.9,3464.33
2018-04-04,366.9,345.94,2240.46,140.05,900.4,103.39,21.87,47.7,7.06,9.77,10.48,200.28,3827.13
2018-04-05,403.58,377.44,2442.13,153.07,983.03,112.51,23.74,51.8,7.67,10.62,11.37,217.72,4173.39
2018-04-06,438.2,406.89,2630.85,165.27,1060.41,121.0,25.48,55.6,8.24,11.41,12.2,233.93,4497.36
2018-04-07,470.14,433.76,2803.31,176.42,1131.16,128.71,27.06,59.04,8.76,12.12,12.96,248.64,4793.3
2018-04-08,498.75,457.52,2956.19,186.31,1193.9,135.5,28.43,62.05,9.21,12.75,13.61,261.56,5055.47
2018-04-09,523.37,477.63,3086.16,194.7,1247.24,141.21,29.58,64.57,9.58,13.27,14.16,272.39,5278.13
2018-04-10,543.38,493.58,3189.9,201.39,1289.81,145.7,30.48,66.52,9.88,13.68,14.59,280.85,5455.52
2018-04-11,558.13,504.81,3264.1,206.14,1320.21,148.8,31.09,67.84,10.08,13.96,14.88,286.65,5581.91
2018-04-12,566.96,510.82,3305.42,208.75,1337.06,150.38,31.38,68.47,10.17,14.1,15.01,289.51,5651.56
2018-04-13,569.25,511.06,3310.54,208.98,1338.98,150.28,31.32,68.33,10.16,14.08,14.98,289.14,5658.71
2018-04-14,564.34,505.01,3276.15,206.61,1324.6,148.34,30.89,67.36,10.02,13.88,14.76,285.26,5597.63
2018-04-15,551.59,492.13,3198.92,201.43,1292.51,144.43,30.05,65.5,9.74,13.51,14.35,277.57,5462.56
2018-04-16,530.35,471.9,3075.53,193.22,1241.35,138.38,28.76,62.67,9.32,12.93,13.73,265.78,5247.78
2018-04-17,499.99,443.78,2902.66,181.74,1169.72,130.05,27.01,58.81,8.75,12.14,12.88,249.62,4947.53
2018-04-18,459.86,407.25,2676.99,166.79,1076.25,119.28,24.76,53.84,8.01,11.12,11.79,228.79,4556.07
2018-04-19,409.32,361.77,2395.19,148.13,959.55,105.93,21.97,47.72,7.09,9.86,10.44,203.01,4067.65
2018-04-20,347.72,306.82,2053.94,125.56,818.24,89.84,18.63,40.36,6.0,8.34,8.82,171.99,3476.54
2018-04-21,274.41,241.85,1649.92,98.84,650.93,70.87,14.69,31.7,4.71,6.56,6.92,135.45,2776.99
2018-04-22,188.76,166.36,1179.81,67.75,456.24,48.86,10.13,21.67,3.21,4.49,4.72,93.09,1963.25
2018-04-23,90.12,79.79,640.29,32.08,232.79,23.67,4.92,10.21,1.5,2.12,2.21,44.62,1029.58
2018-04-24,2.54,3.08,132.37,0.21,28.21,1.17,0.25,-0.0,-0.0,0.04,-0.0,1.46,165.33
2018-04-25,1.42,1.54,11.83,0.08,3.33,0.08,0.08,-0.0,-0.0,0.0,-0.0,0.17,16.96
2018-04-26,19.48,15.92,119.96,13.52,61.45,4.89,1.69,4.4,0.18,0.22,0.35,11.74,222.59
2018-04-27,30.92,24.33,261.96,25.87,122.04,8.54,3.17,8.54,0.21,0.25,0.5,21.21,455.42
2018-04-28,33.24,25.42,308.57,29.32,141.28,9.44,3.62,9.94,0.19,0.21,0.5,23.91,528.49
2018-04-29,28.39,20.98,266.18,25.03,123.09,8.06,3.16,8.85,0.15,0.15,0.41,20.78,456.06
2018-04-30,19.41,13.61,175.09,16.43,83.35,5.39,2.17,6.21,0.09,0.08,0.26,14.21,302.69
2018-05-01,9.35,5.91,75.61,6.95,37.91,2.4,1.01,2.95,0.04,0.03,0.11,6.53,132.91
2018-05-02,1.25,0.46,8.04,-0.0,2.67,0.08,0.04,-0.0,-0.0,-0.0,-0.0,0.12,11.29
2018-05-03,-2.53,-0.79,2.51,-1.83,-10.3,-0.81,-0.44,-1.89,-0.03,0.01,-0.04,-3.19,-13.61
2018-05-04,-2.34,1.5,48.44,0.62,-3.97,-0.48,-0.48,-2.76,-0.04,0.06,-0.03,-3.73,42.86
2018-05-05,0.76,5.99,125.1,5.69,14.89,0.66,-0.23,-2.85,-0.04,0.11,0.02,-2.32,149.34
2018-05-06,5.74,11.36,211.74,11.69,39.54,2.16,0.19,-2.39,-0.04,0.17,0.1,0.19,274.52
2018-05-07,11.55,16.29,287.63,16.96,63.21,3.59,0.63,-1.62,-0.03,0.22,0.16,2.96,387.04
2018-05-08,17.15,19.45,332.01,19.82,79.14,4.54,0.96,-0.78,-0.01,0.24,0.2,5.15,455.57
2018-05-09,21.49,19.52,324.14,18.6,80.59,4.57,1.05,-0.11,-0.0,0.21,0.2,5.91,448.77
2018-05-10,23.54,15.17,243.29,11.62,60.79,3.25,0.75,0.17,0.0,0.13,0.13,4.42,335.29
2018-05-11,22.83,7.08,102.33,0.08,23.08,0.83,0.12,0.0,-0.0,-0.0,-0.0,0.96,133.54
2018-05-12,20.72,1.93,14.17,-6.33,0.79,-0.41,-0.21,-0.06,0.01,-0.05,-0.05,-0.78,9.78
2018-05-13,16.95,0.17,-12.6,-6.94,-4.17,-0.45,-0.23,0.02,0.03,-0.04,-0.04,-0.71,-24.25
2018-05-14,10.77,0.21,-3.83,-4.05,-0.29,0.06,-0.11,0.11,0.04,-0.01,-0.01,0.08,-7.89
2018-05-15,1.38,0.46,14.58,0.04,3.96,0.42,0.0,0.04,0.04,0.0,0.0,0.5,19.54
2018-05-16,-11.73,-0.37,21.47,3.45,1.72,0.09,-0.04,-0.28,0.02,-0.06,-0.06,-0.33,25.93
2018-05-17,-27.97,-2.36,14.4,5.88,-7.42,-0.94,-0.24,-0.84,-0.03,-0.18,-0.18,-2.42,8.08
2018-05-18,-46.51,-5.28,-4.38,7.48,-22.27,-2.55,-0.58,-1.6,-0.1,-0.35,-0.35,-5.53,-29.97
2018-05-19,-66.5,-8.89,-32.6,8.36,-41.61,-4.62,-1.01,-2.51,-0.18,-0.56,-0.56,-9.45,-84.18
2018-05-20,-87.09,-12.97,-68.01,8.66,-64.27,-7.02,-1.53,-3.53,-0.27,-0.81,-0.8,-13.95,-150.54
2018-05-21,-107.44,-17.29,-108.34,8.49,-89.03,-9.63,-2.09,-4.61,-0.37,-1.07,-1.06,-18.82,-225.0
2018-05-22,-126.71,-21.63,-151.35,7.98,-114.69,-12.33,-2.68,-5.7,-0.47,-1.34,-1.32,-23.83,-303.52
2018-05-23,-144.04,-25.75,-194.78,7.27,-140.06,-14.99,-3.26,-6.76,-0.56,-1.6,-1.59,-28.77,-382.09
2018-05-24,-158.6,-29.43,-236.36,6.47,-163.94,-17.5,-3.82,-7.75,-0.65,-1.85,-1.83,-33.42,-456.66
2018-05-25,-169.55,-32.43,-273.83,5.72,-185.12,-19.73,-4.32,-8.62,-0.73,-2.08,-2.05,-37.54,-523.21
2018-05-26,-176.03,-34.53,-304.95,5.13,-202.42,-21.57,-4.74,-9.33,-0.79,-2.27,-2.24,-40.93,-577.7
2018-05-27,-177.2,-35.5,-327.46,4.84,-214.62,-22.87,-5.05,-9.82,-0.83,-2.42,-2.37,-43.36,-616.09
2018-05-28,-172.21,-35.12,-339.08,4.97,-220.53,-23.54,-5.22,-10.05,-0.84,-2.51,-2.45,-44.61,-634.36
2018-05-29,-160.23,-33.14,-337.58,5.65,-218.94,-23.43,-5.23,-9.98,-0.83,-2.53,-2.45,-44.46,-628.47
2018-05-30,-140.41,-29.36,-320.69,7.01,-208.67,-22.44,-5.05,-9.57,-0.79,-2.47,-2.37,-42.68,-594.39
2018-05-31,-111.9,-23.52,-286.15,9.16,-188.51,-20.43,-4.65,-8.76,-0.7,-2.32,-2.21,-39.07,-528.09
2018-06-01,-73.85,-15.42,-231.7,12.25,-157.26,-17.29,-4.02,-7.52,-0.58,-2.07,-1.93,-33.4,-425.53
2018-06-02,-25.43,-4.81,-155.09,16.38,-113.72,-12.89,-3.11,-5.79,-0.41,-1.7,-1.55,-25.44,-282.68
2018-06-03,34.21,8.52,-54.06,21.7,-56.69,-7.11,-1.9,-3.53,-0.19,-1.22,-1.03,-14.98,-95.51
2018-06-04,105.92,24.81,73.65,28.32,15.02,0.18,-0.38,-0.7,0.08,-0.6,-0.38,-1.8,140.01
2018-06-05,190.54,44.29,230.29,36.38,102.63,9.08,1.5,2.75,0.42,0.17,0.42,14.33,427.92
2018-06-06,287.85,66.92,415.89,45.87,206.08,19.61,3.73,6.82,0.81,1.08,1.36,33.4,768.16
2018-06-07,393.34,91.64,621.48,56.3,320.44,31.26,6.2,11.31,1.24,2.09,2.41,54.5,1144.36
2018-06-08,501.45,117.1,835.87,67.09,439.5,43.39,8.77,15.99,1.68,3.14,3.51,76.49,1536.03
2018-06-09,606.61,141.96,1047.86,77.6,557.08,55.39,11.33,20.61,2.12,4.19,4.59,98.23,1922.73
2018-06-10,703.24,164.91,1246.25,87.24,666.98,66.61,13.73,24.93,2.53,5.18,5.61,118.59,2283.96
2018-06-11,785.77,184.59,1419.84,95.39,763.02,76.44,15.84,28.71,2.89,6.05,6.5,136.43,2599.28
2018-06-12,848.64,199.68,1557.44,101.46,839.01,84.24,17.52,31.71,3.17,6.75,7.22,150.62,2848.21
2018-06-13,886.28,208.85,1647.85,104.82,888.76,89.39,18.65,33.7,3.35,7.23,7.7,160.01,3010.28
2018-06-14,893.11,210.75,1679.86,104.87,906.07,91.25,19.08,34.42,3.41,7.43,7.88,163.47,3065.02
2018-06-15,863.56,204.05,1642.29,101.0,884.76,89.19,18.7,33.64,3.32,7.29,7.72,159.87,2991.97
2018-06-16,792.07,187.42,1523.94,92.6,818.64,82.59,17.35,31.12,3.06,6.77,7.16,148.06,2770.66
2018-06-17,673.06,159.52,1313.59,79.07,701.52,70.82,14.92,26.62,2.61,5.81,6.13,126.91,2380.61
2018-06-18,500.96,119.02,1000.07,59.79,527.2,53.25,11.26,19.9,1.95,4.34,4.58,95.28,1801.37
2018-06-19,270.21,64.58,572.17,34.17,289.5,29.25,6.25,10.71,1.04,2.33,2.46,52.04,1012.46
2018-06-20,6.71,2.17,79.12,5.12,15.67,1.58,0.46,0.08,-0.0,-0.0,-0.0,2.12,104.21
2018-06-21,-171.81,-40.9,-253.44,-14.03,-169.49,-17.08,-3.45,-7.24,-0.71,-1.6,-1.7,-31.79,-509.64
2018-06-22,-252.55,-61.21,-401.05,-21.74,-252.46,-25.38,-5.2,-10.72,-1.04,-2.35,-2.51,-47.2,-783.65
2018-06-23,-256.83,-63.13,-404.61,-20.29,-255.95,-25.62,-5.27,-11.17,-1.07,-2.43,-2.61,-48.17,-792.15
2018-06-24,-205.96,-51.05,-305.02,-11.95,-202.66,-20.12,-4.15,-9.39,-0.88,-2.03,-2.2,-38.77,-609.45
2018-06-25,-121.24,-29.36,-143.21,0.99,-115.26,-11.18,-2.32,-6.22,-0.55,-1.32,-1.47,-23.06,-309.9
2018-06-26,-23.98,-2.44,39.92,16.26,-16.46,-1.1,-0.28,-2.45,-0.18,-0.5,-0.59,-5.1,32.18
2018-06-27,64.5,25.33,203.46,31.58,71.04,7.79,1.5,1.08,0.17,0.25,0.25,11.04,342.46
2018-06-28,126.7,49.85,313.98,44.77,128.96,13.64,2.62,3.72,0.41,0.78,0.89,22.06,559.61
2018-06-29,160.34,68.09,367.99,53.99,156.58,16.34,3.1,5.31,0.55,1.08,1.29,27.67,674.31
2018-06-30,166.93,77.31,369.48,57.49,157.6,16.23,3.03,5.88,0.58,1.17,1.45,28.35,690.23
2018-07-01,147.99,74.8,322.43,53.53,135.71,13.66,2.53,5.43,0.52,1.07,1.37,24.58,611.04
2018-07-02,105.04,57.79,230.83,40.37,94.58,8.96,1.71,3.96,0.37,0.79,1.04,16.83,440.42
2018-07-03,45.65,27.52,109.12,18.84,42.21,3.18,0.73,1.73,0.17,0.39,0.51,6.7,204.39
2018-07-04,1.54,1.04,13.5,-0.0,3.71,0.17,0.04,-0.0,-0.0,-0.0,-0.0,0.21,18.46
2018-07-05,1.53,-5.3,-4.65,-5.49,1.51,3.32,0.03,-0.08,-0.03,-0.23,-0.28,2.72,-11.2
2018-07-06,38.56,6.21,44.99,1.01,30.16,11.37,0.59,1.24,0.05,-0.31,-0.35,12.6,94.97
2018-07-07,96.59,28.62,137.43,15.13,77.22,21.89,1.48,3.38,0.21,-0.28,-0.25,26.43,284.83
2018-07-08,159.59,54.97,247.72,32.52,130.24,32.45,2.46,5.73,0.4,-0.17,-0.07,40.81,506.26
2018-07-09,211.53,78.3,350.89,48.82,176.8,40.63,3.31,7.7,0.57,-0.03,0.15,52.33,707.14
2018-07-10,236.38,91.66,421.98,59.67,204.45,44.0,3.77,8.69,0.68,0.11,0.33,57.59,835.35
2018-07-11,218.1,88.1,436.02,60.71,200.76,40.13,3.62,8.12,0.69,0.2,0.41,53.17,838.76
2018-07-12,140.67,60.67,368.04,47.58,153.29,26.58,2.62,5.37,0.54,0.21,0.33,35.67,665.25
2018-07-13,5.46,9.58,218.25,20.21,62.75,3.71,0.79,0.5,0.25,0.12,0.08,5.46,316.25
2018-07-14,-131.32,-42.24,66.39,-7.92,-28.72,-19.48,-1.07,-4.49,-0.04,0.05,-0.17,-25.2,-37.69
2018-07-15,-255.28,-88.93,-67.12,-33.33,-110.34,-40.68,-2.75,-9.08,-0.3,-0.0,-0.37,-53.19,-352.91
2018-07-16,-366.87,-130.67,-183.02,-56.11,-182.49,-59.96,-4.25,-13.27,-0.53,-0.03,-0.54,-78.57,-630.86
2018-07-17,-466.52,-167.63,-282.01,-76.36,-245.53,-77.37,-5.59,-17.08,-0.72,-0.03,-0.66,-101.45,-872.99
2018-07-18,-554.66,-200.01,-364.83,-94.17,-299.82,-92.98,-6.76,-20.53,-0.89,0.0,-0.75,-121.91,-1080.75
2018-07-19,-631.74,-227.98,-432.2,-109.64,-345.73,-106.86,-7.78,-23.62,-1.02,0.05,-0.8,-140.04,-1255.59
2018-07-20,-698.18,-251.72,-484.84,-122.86,-383.63,-119.07,-8.66,-26.37,-1.13,0.12,-0.81,-155.92,-1398.97
2018-07-21,-754.43,-271.41,-523.46,-133.94,-413.88,-129.68,-9.38,-28.79,-1.2,0.21,-0.8,-169.65,-1512.34
2018-07-22,-800.92,-287.24,-548.8,-142.96,-436.84,-138.74,-9.98,-30.9,-1.26,0.32,-0.75,-181.3,-1597.14
2018-07-23,-838.08,-299.39,-561.57,-150.01,-452.88,-146.32,-10.44,-32.69,-1.29,0.45,-0.68,-190.98,-1654.83
2018-07-24,-866.34,-308.03,-562.49,-155.21,-462.37,-152.49,-10.78,-34.2,-1.3,0.59,-0.58,-198.75,-1686.85
2018-07-25,-886.15,-313.35,-552.29,-158.63,-465.67,-157.31,-11.0,-35.43,-1.28,0.74,-0.45,-204.72,-1694.67
2018-07-26,-897.95,-315.53,-531.69,-160.38,-463.15,-160.84,-11.11,-36.38,-1.25,0.91,-0.31,-208.97,-1679.73
2018-07-27,-902.15,-314.75,-501.41,-160.56,-455.16,-163.15,-11.11,-37.09,-1.2,1.09,-0.14,-211.59,-1643.48
2018-07-28,-899.21,-311.2,-462.18,-159.24,-442.09,-164.3,-11.02,-37.55,-1.13,1.28,0.05,-212.66,-1587.37
2018-07-29,-889.56,-305.04,-414.71,-156.55,-424.28,-164.36,-10.83,-37.78,-1.04,1.48,0.25,-212.27,-1512.85
2018-07-30,-873.62,-296.48,-359.72,-152.55,-402.11,-163.38,-10.56,-37.79,-0.94,1.69,0.47,-210.51,-1421.38
2018-07-31,-851.85,-285.67,-297.94,-147.37,-375.95,-161.44,-10.21,-37.59,-0.83,1.9,0.7,-207.47,-1314.4
2018-08-01,-824.66,-272.82,-230.1,-141.08,-346.15,-158.59,-9.78,-37.21,-0.7,2.11,0.94,-203.23,-1193.37
2018-08-02,-792.51,-258.09,-156.9,-133.78,-313.09,-154.9,-9.29,-36.64,-0.57,2.33,1.19,-197.88,-1059.74
2018-08-03,-755.82,-241.68,-79.08,-125.57,-277.12,-150.44,-8.74,-35.9,-0.42,2.55,1.44,-191.51,-914.96
2018-08-04,-715.03,-223.75,2.65,-116.55,-238.61,-145.27,-8.13,-35.01,-0.27,2.77,1.71,-184.21,-760.47
2018-08-05,-670.57,-204.5,87.56,-106.8,-197.94,-139.45,-7.47,-33.98,-0.11,2.98,1.97,-176.06,-597.74
2018-08-06,-622.88,-184.1,174.93,-96.44,-155.45,-133.05,-6.77,-32.81,0.05,3.2,2.23,-167.15,-428.21
2018-08-07,-572.4,-162.73,264.04,-85.54,-111.53,-126.13,-6.04,-31.53,0.22,3.41,2.5,-157.57,-253.33
2018-08-08,-519.56,-140.58,354.16,-74.21,-66.53,-118.75,-5.28,-30.14,0.39,3.61,2.76,-147.4,-74.56
2018-08-09,-464.8,-117.83,444.58,-62.53,-20.82,-110.98,-4.49,-28.65,0.56,3.81,3.02,-136.74,106.67
2018-08-10,-408.54,-94.65,534.58,-50.62,25.24,-102.88,-3.69,-27.09,0.73,3.99,3.27,-125.67,288.88
2018-08-11,-351.24,-71.23,623.42,-38.56,71.28,-94.52,-2.88,-25.46,0.9,4.17,3.51,-114.27,470.64
2018-08-12,-293.32,-47.76,710.4,-26.44,116.93,-85.96,-2.06,-23.77,1.07,4.34,3.74,-102.64,650.49
2018-08-13,-235.22,-24.4,794.78,-14.37,161.83,-77.26,-1.25,-22.03,1.23,4.49,3.96,-90.87,826.98
2018-08-14,-177.37,-1.35,875.85,-2.43,205.62,-68.49,-0.44,-20.27,1.39,4.63,4.16,-79.03,998.66
2018-08-15,-120.21,21.22,952.89,9.27,247.92,-59.71,0.35,-18.48,1.53,4.75,4.35,-67.22,1164.08
2018-08-16,-64.18,43.12,1025.16,20.64,288.39,-50.99,1.11,-16.69,1.67,4.85,4.52,-55.52,1321.79
2018-08-17,-9.7,64.17,1091.96,31.59,326.64,-42.39,1.86,-14.91,1.8,4.94,4.67,-44.03,1470.33
2018-08-18,42.78,84.2,1152.55,42.02,362.31,-33.97,2.56,-13.14,1.92,5.0,4.79,-32.82,1608.26
2018-08-19,92.82,103.02,1206.23,51.84,395.04,-25.79,3.23,-11.4,2.03,5.04,4.89,-22.0,1734.13
2018-08-20,140.0,120.45,1252.25,60.94,424.47,-17.93,3.85,-9.71,2.12,5.06,4.97,-11.63,1846.48
2018-08-21,183.88,136.31,1289.91,69.24,450.22,-10.45,4.42,-8.07,2.2,5.06,5.02,-1.82,1943.87
2018-08-22,224.02,150.41,1318.48,76.64,471.94,-3.4,4.93,-6.5,2.26,5.03,5.04,7.35,2024.83
2018-08-23,259.98,162.58,1337.24,83.05,489.26,3.14,5.37,-5.01,2.31,4.97,5.02,15.8,2087.93
2018-08-24,291.34,172.64,1345.47,88.36,501.8,9.12,5.75,-3.62,2.33,4.88,4.97,23.43,2131.7
2018-08-25,317.65,180.4,1342.45,92.48,509.22,14.46,6.04,-2.33,2.33,4.76,4.89,30.16,2154.71
2018-08-26,338.49,185.68,1327.44,95.32,511.14,19.11,6.25,-1.15,2.31,4.61,4.77,35.91,2155.49
2018-08-27,353.4,188.3,1299.74,96.79,507.19,23.0,6.37,-0.11,2.27,4.43,4.61,40.57,2132.6
2018-08-28,361.97,188.09,1258.62,96.78,497.02,26.07,6.39,0.79,2.21,4.21,4.4,44.08,2084.59
2018-08-29,363.75,184.85,1203.36,95.2,480.25,28.26,6.31,1.54,2.11,3.96,4.16,46.33,2010.0
2018-08-30,358.31,178.41,1133.23,91.96,456.52,29.49,6.12,2.12,1.99,3.66,3.86,47.25,1907.38
2018-08-31,345.21,168.59,1047.52,86.97,425.47,29.7,5.82,2.52,1.85,3.33,3.52,46.74,1775.29
2018-09-01,324.02,155.2,945.5,80.11,386.74,28.84,5.39,2.72,1.67,2.96,3.13,44.72,1612.27
2018-09-02,294.3,138.06,826.45,71.31,339.94,26.84,4.83,2.72,1.46,2.55,2.69,41.09,1416.86
2018-09-03,255.62,117.0,689.66,60.46,284.73,23.63,4.14,2.51,1.21,2.09,2.2,35.78,1187.63
2018-09-04,207.54,91.83,534.38,47.47,220.73,19.15,3.31,2.06,0.94,1.59,1.65,28.7,923.12
2018-09-05,149.63,62.38,359.92,32.25,147.58,13.33,2.33,1.38,0.62,1.04,1.04,19.75,621.88
2018-09-06,84.03,29.97,174.11,15.39,69.27,6.59,1.3,0.54,0.29,0.47,0.42,9.61,298.35
2018-09-07,23.25,2.08,19.13,0.25,7.21,1.21,0.71,0.04,0.0,0.0,0.0,1.96,30.62
2018-09-08,-20.58,-14.17,-64.98,-9.91,-18.42,-0.65,1.01,0.36,-0.18,-0.26,-0.01,0.28,-107.2
2018-09-09,-47.22,-19.14,-80.82,-15.08,-9.66,0.83,2.13,1.42,-0.25,-0.3,0.34,4.17,-120.52
2018-09-10,-59.38,-15.01,-41.72,-16.04,25.87,4.87,3.84,3.03,-0.23,-0.19,0.97,12.29,-34.61
2018-09-11,-59.77,-3.99,39.02,-13.58,80.55,10.68,5.92,4.98,-0.15,0.05,1.78,23.26,125.26
2018-09-12,-51.11,11.71,148.1,-8.49,146.76,17.49,8.15,7.07,-0.02,0.37,2.68,35.74,333.83
2018-09-13,-36.12,29.89,272.21,-1.55,216.89,24.51,10.31,9.1,0.14,0.73,3.57,48.35,565.8
2018-09-14,-17.51,48.36,398.05,6.43,283.33,30.96,12.17,10.87,0.31,1.09,4.35,59.75,795.92
2018-09-15,2.0,64.9,512.31,14.68,338.46,36.07,13.52,12.17,0.47,1.4,4.94,68.57,998.92
2018-09-16,19.7,77.31,601.68,22.41,374.65,39.05,14.13,12.81,0.59,1.64,5.23,73.46,1149.51
2018-09-17,32.86,83.39,652.86,28.83,384.3,39.12,13.79,12.59,0.67,1.74,5.14,73.05,1222.43
2018-09-18,38.79,80.94,652.54,33.15,359.79,35.5,12.26,11.3,0.67,1.68,4.57,65.99,1192.41
2018-09-19,34.75,67.75,587.42,34.58,293.5,27.42,9.33,8.75,0.58,1.42,3.42,50.92,1034.17
2018-09-20,22.06,44.5,461.07,32.93,189.18,15.33,5.17,5.06,0.41,0.95,1.75,28.66,756.34
2018-09-21,18.14,23.33,344.58,30.36,96.06,4.69,1.5,1.67,0.22,0.47,0.25,8.81,503.14
2018-09-22,37.05,15.41,301.59,28.67,59.15,0.54,-0.1,-0.06,0.11,0.18,-0.45,0.23,405.05
2018-09-23,63.42,16.37,298.33,25.77,61.29,1.13,-0.11,-0.43,0.07,0.06,-0.49,0.23,402.0
2018-09-24,74.48,17.95,276.68,18.65,69.74,3.09,0.44,-0.14,0.04,0.02,-0.22,3.23,386.25
2018-09-25,47.5,11.92,178.54,4.25,51.75,3.0,0.54,0.08,-0.0,-0.0,-0.0,3.62,250.08
2018-09-26,12.33,5.17,63.17,0.13,19.67,1.17,0.08,0.04,0.0,0.0,0.0,1.29,89.42
2018-09-27,122.9,40.44,272.23,67.43,98.38,7.42,1.36,0.91,0.32,0.23,0.11,10.36,488.84
2018-09-28,240.12,76.5,516.42,133.08,186.88,14.12,2.83,1.79,0.62,0.46,0.25,20.08,932.96
2018-09-29,198.67,64.8,443.94,114.86,160.45,11.79,2.48,1.53,0.55,0.4,0.22,16.97,801.01
2018-09-30,73.9,26.81,201.33,48.74,70.69,4.57,1.05,0.63,0.24,0.18,0.1,6.77,354.35
2018-10-01,1.33,1.5,59.71,0.29,13.29,0.08,-0.0,-0.0,-0.0,-0.0,-0.0,0.08,74.87
2018-10-02,43.96,8.75,144.96,5.87,35.25,2.0,0.12,0.12,-0.0,-0.0,-0.0,2.25,197.08
2018-10-03,38.48,7.71,129.07,6.58,30.12,1.73,0.14,0.11,0.01,0.01,0.0,2.01,175.49
2018-10-04,4.79,0.92,47.0,0.04,7.54,0.17,-0.0,-0.0,-0.0,-0.0,0.0,0.17,55.67
2018-10-05,2.46,0.67,14.58,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18.25
2018-10-06,4.6,-1.03,-16.59,0.97,-1.98,-1.26,-0.04,-0.16,-0.02,-0.04,-0.04,-1.56,-20.19
2018-10-07,2.39,-5.86,-59.13,1.01,-12.06,-3.92,-0.15,-0.48,-0.06,-0.12,-0.12,-4.85,-80.89
2018-10-08,-2.46,-12.43,-105.19,0.4,-24.61,-7.31,-0.3,-0.91,-0.11,-0.21,-0.22,-9.07,-150.9
2018-10-09,-8.21,-19.39,-146.89,-0.56,-37.0,-10.82,-0.46,-1.35,-0.16,-0.31,-0.33,-13.42,-217.27
2018-10-10,-13.14,-25.37,-176.38,-1.6,-46.61,-13.79,-0.6,-1.72,-0.2,-0.38,-0.41,-17.11,-267.06
2018-10-11,-15.5,-28.98,-185.79,-2.42,-50.8,-15.59,-0.67,-1.95,-0.22,-0.42,-0.47,-19.32,-287.31
2018-10-12,-13.57,-28.87,-167.25,-2.75,-46.96,-15.56,-0.64,-1.96,-0.22,-0.4,-0.47,-19.26,-265.08
2018-10-13,-5.63,-23.67,-112.89,-2.29,-32.45,-13.08,-0.49,-1.66,-0.17,-0.31,-0.41,-16.12,-187.42
