count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,road_type
2018/6/3,76.9,58.03,631.73,31.1,208.56,21.33,4.03,7.77,1.36,1.2,1.46,37.15,1080.6200000000001,Major
2018/6/4,76.81,57.99,631.44,31.07,208.43,21.35,4.03,7.76,1.36,1.2,1.46,37.16,1080.06,Major
2018/6/5,76.72,57.94,631.16,31.03,208.3,21.36,4.02,7.75,1.36,1.2,1.46,37.15,1079.4599999999998,Major
2018/6/6,76.63,57.9,630.87,31,208.17,21.38,4.02,7.75,1.35,1.2,1.46,37.16,1078.89,Major
2018/6/7,76.54,57.86,630.58,30.96,208.04,21.4,4.02,7.74,1.35,1.19,1.46,37.16,1078.3000000000002,Major
2018/6/8,76.45,57.82,630.3,30.93,207.91,21.41,4.02,7.73,1.35,1.19,1.46,37.16,1077.73,Major
2018/6/9,76.36,57.77,630.02,30.9,207.78,21.43,4.01,7.72,1.35,1.19,1.46,37.16,1077.15,Major
2018/6/10,76.27,57.73,629.73,30.86,207.66,21.45,4.01,7.72,1.34,1.19,1.46,37.17,1076.5800000000002,Major
2018/6/11,76.18,57.69,629.45,30.83,207.53,21.46,4.01,7.71,1.34,1.19,1.46,37.17,1076.0200000000002,Major
2018/6/12,76.09,57.65,629.17,30.79,207.4,21.48,4.01,7.7,1.34,1.19,1.46,37.18,1075.45,Major
2018/6/13,76,57.61,628.89,30.76,207.27,21.5,4,7.69,1.34,1.18,1.45,37.16,1074.8600000000001,Major
2018/6/14,75.91,57.57,628.61,30.73,207.14,21.51,4,7.69,1.34,1.18,1.45,37.17,1074.3000000000002,Major
2018/6/15,75.83,57.52,628.33,30.69,207.01,21.53,4,7.68,1.33,1.18,1.45,37.17,1073.7200000000003,Major
2018/6/16,75.74,57.48,628.05,30.66,206.89,21.55,4,7.67,1.33,1.18,1.45,37.18,1073.17,Major
2018/6/17,75.65,57.44,627.78,30.63,206.76,21.56,3.99,7.66,1.33,1.18,1.45,37.17,1072.6100000000001,Major
2018/6/18,75.56,57.4,627.5,30.59,206.63,21.58,3.99,7.66,1.33,1.18,1.45,37.19,1072.0500000000002,Major
2018/6/19,75.47,57.36,627.23,30.56,206.51,21.6,3.99,7.65,1.32,1.17,1.45,37.18,1071.49,Major
2018/6/20,75.38,57.32,626.95,30.53,206.38,21.61,3.99,7.64,1.32,1.17,1.45,37.18,1070.9200000000003,Major
2018/6/21,75.29,57.28,626.68,30.49,206.25,21.63,3.98,7.63,1.32,1.17,1.45,37.18,1070.3500000000001,Major
2018/6/22,75.21,57.24,626.41,30.46,206.13,21.64,3.98,7.63,1.32,1.17,1.45,37.19,1069.8200000000002,Major
2018/6/23,75.12,57.2,626.14,30.43,206,21.66,3.98,7.62,1.31,1.17,1.45,37.19,1069.27,Major
2018/6/24,75.03,57.16,625.87,30.39,205.88,21.68,3.98,7.61,1.31,1.17,1.45,37.2,1068.72,Major
2018/6/25,74.94,57.12,625.6,30.36,205.75,21.69,3.97,7.6,1.31,1.16,1.44,37.17,1068.1300000000003,Major
2018/6/26,74.86,57.08,625.33,30.33,205.63,21.71,3.97,7.6,1.31,1.16,1.44,37.19,1067.6100000000001,Major
2018/6/27,74.77,57.04,625.06,30.3,205.5,21.73,3.97,7.59,1.31,1.16,1.44,37.2,1067.06,Major
2018/6/28,74.68,57,624.79,30.26,205.38,21.74,3.97,7.58,1.3,1.16,1.44,37.19,1066.4900000000002,Major
2018/6/29,74.59,56.96,624.53,30.23,205.25,21.76,3.96,7.57,1.3,1.16,1.44,37.19,1065.94,Major
2018/6/30,74.51,56.92,624.26,30.2,205.13,21.78,3.96,7.57,1.3,1.16,1.44,37.21,1065.4300000000003,Major
2018/7/1,74.42,56.88,624,30.17,205,21.79,3.96,7.56,1.3,1.15,1.44,37.2,1064.8700000000001,Major
2018/7/2,74.33,56.84,623.73,30.13,204.88,21.81,3.96,7.55,1.29,1.15,1.44,37.2,1064.3100000000002,Major
2018/7/3,74.25,56.8,623.47,30.1,204.76,21.82,3.95,7.54,1.29,1.15,1.44,37.19,1063.7700000000002,Major
2018/7/4,74.16,56.76,623.21,30.07,204.63,21.84,3.95,7.54,1.29,1.15,1.44,37.21,1063.2400000000002,Major
2018/7/5,74.07,56.72,622.95,30.04,204.51,21.86,3.95,7.53,1.29,1.15,1.44,37.22,1062.72,Major
2018/7/6,73.99,56.68,622.69,30,204.39,21.87,3.95,7.52,1.29,1.15,1.44,37.22,1062.18,Major
2018/7/7,73.9,56.64,622.43,29.97,204.27,21.89,3.94,7.51,1.28,1.14,1.43,37.19,1061.6100000000001,Major
2018/7/8,73.81,56.6,622.17,29.94,204.15,21.91,3.94,7.51,1.28,1.14,1.43,37.21,1061.09,Major
2018/7/9,73.73,56.56,621.92,29.91,204.02,21.92,3.94,7.5,1.28,1.14,1.43,37.21,1060.56,Major
2018/7/10,73.64,56.53,621.66,29.88,203.9,21.94,3.94,7.49,1.28,1.14,1.43,37.22,1060.04,Major
2018/7/11,73.55,56.49,621.41,29.84,203.78,21.95,3.93,7.48,1.27,1.14,1.43,37.2,1059.4899999999998,Major
2018/7/12,73.47,56.45,621.15,29.81,203.66,21.97,3.93,7.48,1.27,1.14,1.43,37.22,1058.9799999999998,Major
2018/7/13,73.38,56.41,620.9,29.78,203.54,21.99,3.93,7.47,1.27,1.13,1.43,37.22,1058.4499999999998,Major
2018/7/14,73.3,56.37,620.65,29.75,203.42,22,3.93,7.46,1.27,1.13,1.43,37.22,1057.9299999999998,Major
2018/7/15,73.21,56.33,620.39,29.72,203.3,22.02,3.93,7.46,1.27,1.13,1.43,37.24,1057.4099999999999,Major
2018/7/16,73.13,56.3,620.14,29.69,203.18,22.03,3.92,7.45,1.26,1.13,1.43,37.22,1056.8799999999999,Major
2018/7/17,73.04,56.26,619.89,29.65,203.06,22.05,3.92,7.44,1.26,1.13,1.43,37.23,1056.36,Major
2018/7/18,72.96,56.22,619.64,29.62,202.94,22.07,3.92,7.43,1.26,1.13,1.43,37.24,1055.8499999999997,Major
2018/7/19,72.87,56.18,619.4,29.59,202.82,22.08,3.92,7.43,1.26,1.12,1.42,37.23,1055.32,Major
2018/7/20,72.79,56.15,619.15,29.56,202.7,22.1,3.91,7.42,1.25,1.12,1.42,37.22,1054.7999999999997,Major
2018/7/21,72.7,56.11,618.9,29.53,202.58,22.11,3.91,7.41,1.25,1.12,1.42,37.22,1054.27,Major
2018/7/22,72.62,56.07,618.66,29.5,202.46,22.13,3.91,7.41,1.25,1.12,1.42,37.24,1053.7899999999997,Major
2018/7/23,72.53,56.03,618.41,29.47,202.35,22.15,3.91,7.4,1.25,1.12,1.42,37.25,1053.28,Major
2018/7/24,72.45,56,618.17,29.44,202.23,22.16,3.9,7.39,1.25,1.12,1.42,37.24,1052.7699999999998,Major
2018/7/25,72.36,55.96,617.93,29.41,202.11,22.18,3.9,7.38,1.24,1.11,1.42,37.23,1052.2399999999998,Major
2018/7/26,72.28,55.92,617.68,29.37,201.99,22.19,3.9,7.38,1.24,1.11,1.42,37.24,1051.7199999999998,Major
2018/7/27,72.19,55.89,617.44,29.34,201.87,22.21,3.9,7.37,1.24,1.11,1.42,37.25,1051.23,Major
2018/7/28,72.11,55.85,617.2,29.31,201.76,22.23,3.89,7.36,1.24,1.11,1.42,37.25,1050.73,Major
2018/7/29,72.03,55.81,616.96,29.28,201.64,22.24,3.89,7.36,1.23,1.11,1.42,37.25,1050.22,Major
2018/7/30,71.94,55.78,616.72,29.25,201.52,22.26,3.89,7.35,1.23,1.11,1.42,37.26,1049.72,Major
2018/7/31,71.86,55.74,616.49,29.22,201.41,22.27,3.89,7.34,1.23,1.1,1.42,37.25,1049.22,Major
2018/8/1,71.77,55.7,616.25,29.19,201.29,22.29,3.88,7.33,1.23,1.1,1.41,37.24,1048.69,Major
2018/8/2,71.69,55.67,616.01,29.16,201.18,22.31,3.88,7.33,1.23,1.1,1.41,37.26,1048.23,Major
2018/8/3,71.61,55.63,615.78,29.13,201.06,22.32,3.88,7.32,1.22,1.1,1.41,37.25,1047.7200000000003,Major
2018/8/4,71.52,55.6,615.54,29.1,200.95,22.34,3.88,7.31,1.22,1.1,1.41,37.26,1047.23,Major
2018/8/5,71.44,55.56,615.31,29.07,200.83,22.35,3.87,7.31,1.22,1.1,1.41,37.26,1046.73,Major
2018/8/6,71.36,55.52,615.08,29.04,200.72,22.37,3.87,7.3,1.22,1.09,1.41,37.26,1046.24,Major
2018/8/7,71.28,55.49,614.85,29.01,200.6,22.39,3.87,7.29,1.22,1.09,1.41,37.27,1045.77,Major
2018/8/8,71.19,55.45,614.62,28.98,200.49,22.4,3.87,7.28,1.21,1.09,1.41,37.26,1045.26,Major
2018/8/9,71.11,55.42,614.39,28.95,200.37,22.42,3.87,7.28,1.21,1.09,1.41,37.28,1044.79,Major
2018/8/10,71.03,55.38,614.16,28.92,200.26,22.43,3.86,7.27,1.21,1.09,1.41,37.27,1044.29,Major
2018/8/11,70.94,55.35,613.93,28.89,200.14,22.45,3.86,7.26,1.21,1.09,1.41,37.28,1043.8,Major
2018/8/12,70.86,55.31,613.7,28.86,200.03,22.46,3.86,7.26,1.21,1.09,1.41,37.29,1043.3300000000002,Major
2018/8/13,70.78,55.28,613.47,28.83,199.92,22.48,3.86,7.25,1.2,1.08,1.4,37.27,1042.8300000000002,Major
2018/8/14,70.7,55.24,613.25,28.8,199.8,22.5,3.85,7.24,1.2,1.08,1.4,37.27,1042.3400000000001,Major
2018/8/15,70.62,55.21,613.02,28.77,199.69,22.51,3.85,7.24,1.2,1.08,1.4,37.28,1041.8700000000001,Major
2018/8/16,70.53,55.17,612.8,28.74,199.58,22.53,3.85,7.23,1.2,1.08,1.4,37.29,1041.39,Major
2018/8/17,70.45,55.14,612.58,28.71,199.47,22.54,3.85,7.22,1.19,1.08,1.4,37.28,1040.9200000000003,Major
2018/8/18,70.37,55.1,612.35,28.68,199.36,22.56,3.84,7.22,1.19,1.08,1.4,37.29,1040.44,Major
2018/8/19,70.29,55.07,612.13,28.66,199.24,22.58,3.84,7.21,1.19,1.07,1.4,37.29,1039.9700000000003,Major
2018/8/20,70.21,55.04,611.91,28.63,199.13,22.59,3.84,7.2,1.19,1.07,1.4,37.29,1039.5000000000002,Major
2018/8/21,70.13,55,611.69,28.6,199.02,22.61,3.84,7.2,1.19,1.07,1.4,37.31,1039.0400000000002,Major
2018/8/22,70.04,54.97,611.47,28.57,198.91,22.62,3.83,7.19,1.18,1.07,1.4,37.29,1038.5500000000002,Major
2018/8/23,69.96,54.93,611.26,28.54,198.8,22.64,3.83,7.18,1.18,1.07,1.4,37.3,1038.09,Major
2018/8/24,69.88,54.9,611.04,28.51,198.69,22.65,3.83,7.18,1.18,1.07,1.4,37.31,1037.6299999999999,Major
2018/8/25,69.8,54.87,610.82,28.48,198.58,22.67,3.83,7.17,1.18,1.06,1.4,37.31,1037.1599999999999,Major
2018/8/26,69.72,54.83,610.61,28.45,198.47,22.68,3.83,7.16,1.18,1.06,1.39,37.3,1036.6899999999998,Major
2018/8/27,69.64,54.8,610.39,28.42,198.36,22.7,3.82,7.15,1.17,1.06,1.39,37.29,1036.2099999999998,Major
2018/8/28,69.56,54.77,610.18,28.4,198.25,22.72,3.82,7.15,1.17,1.06,1.39,37.31,1035.78,Major
2018/8/29,69.48,54.73,609.96,28.37,198.14,22.73,3.82,7.14,1.17,1.06,1.39,37.31,1035.3,Major
2018/8/30,69.4,54.7,609.75,28.34,198.03,22.75,3.82,7.13,1.17,1.06,1.39,37.32,1034.85,Major
2018/8/31,69.32,54.67,609.54,28.31,197.92,22.76,3.81,7.13,1.17,1.06,1.39,37.32,1034.3999999999996,Major
2018/9/1,69.24,54.63,609.33,28.28,197.81,22.78,3.81,7.12,1.16,1.05,1.39,37.31,1033.9199999999998,Major
2018/9/2,69.16,54.6,609.12,28.25,197.7,22.79,3.81,7.11,1.16,1.05,1.39,37.31,1033.4599999999998,Major
2018/9/3,69.08,54.57,608.91,28.22,197.6,22.81,3.81,7.11,1.16,1.05,1.39,37.33,1033.0299999999997,Major
2018/9/4,69,54.54,608.7,28.2,197.49,22.82,3.8,7.1,1.16,1.05,1.39,37.32,1032.57,Major
2018/9/5,68.92,54.5,608.5,28.17,197.38,22.84,3.8,7.09,1.16,1.05,1.39,37.33,1032.1299999999999,Major
2018/9/6,68.84,54.47,608.29,28.14,197.27,22.86,3.8,7.09,1.15,1.05,1.39,37.34,1031.6799999999998,Major
2018/9/7,68.76,54.44,608.08,28.11,197.17,22.87,3.8,7.08,1.15,1.04,1.38,37.32,1031.21,Major
2018/9/8,68.68,54.41,607.88,28.08,197.06,22.89,3.79,7.07,1.15,1.04,1.38,37.32,1030.76,Major
2018/9/9,68.6,54.37,607.68,28.06,196.95,22.9,3.79,7.07,1.15,1.04,1.38,37.33,1030.3299999999997,Major
2018/9/10,68.52,54.34,607.47,28.03,196.85,22.92,3.79,7.06,1.15,1.04,1.38,37.34,1029.8899999999999,Major
2018/9/11,68.44,54.31,607.27,28,196.74,22.93,3.79,7.05,1.14,1.04,1.38,37.33,1029.4299999999998,Major
2018/9/12,68.36,54.28,607.07,27.97,196.63,22.95,3.79,7.05,1.14,1.04,1.38,37.35,1029,Major
2018/9/13,68.28,54.25,606.87,27.95,196.53,22.96,3.78,7.04,1.14,1.04,1.38,37.34,1028.56,Major
2018/9/14,68.2,54.22,606.67,27.92,196.42,22.98,3.78,7.04,1.14,1.03,1.38,37.35,1028.1299999999997,Major
2018/9/15,68.12,54.18,606.47,27.89,196.32,22.99,3.78,7.03,1.14,1.03,1.38,37.35,1027.6799999999998,Major
2018/9/16,68.05,54.15,606.27,27.86,196.21,23.01,3.78,7.02,1.13,1.03,1.38,37.35,1027.24,Major
2018/9/17,67.97,54.12,606.07,27.84,196.11,23.02,3.77,7.02,1.13,1.03,1.38,37.35,1026.81,Major
2018/9/18,67.89,54.09,605.88,27.81,196,23.04,3.77,7.01,1.13,1.03,1.38,37.36,1026.3899999999999,Major
2018/9/19,67.81,54.06,605.68,27.78,195.9,23.06,3.77,7,1.13,1.03,1.38,37.37,1025.9599999999998,Major
2018/9/20,67.73,54.03,605.49,27.75,195.79,23.07,3.77,7,1.13,1.02,1.37,37.36,1025.51,Major
2018/9/21,67.65,54,605.29,27.73,195.69,23.09,3.76,6.99,1.13,1.02,1.37,37.36,1025.08,Major
2018/9/22,67.58,53.97,605.1,27.7,195.59,23.1,3.76,6.98,1.12,1.02,1.37,37.35,1024.65,Major
2018/9/23,67.5,53.94,604.91,27.67,195.48,23.12,3.76,6.98,1.12,1.02,1.37,37.37,1024.2399999999998,Major
2018/9/24,67.42,53.91,604.71,27.65,195.38,23.13,3.76,6.97,1.12,1.02,1.37,37.37,1023.8100000000001,Major
2018/9/25,67.34,53.87,604.52,27.62,195.28,23.15,3.76,6.96,1.12,1.02,1.37,37.38,1023.38,Major
2018/9/26,67.27,53.84,604.33,27.59,195.17,23.16,3.75,6.96,1.12,1.02,1.37,37.38,1022.95,Major
2018/9/27,67.19,53.81,604.14,27.57,195.07,23.18,3.75,6.95,1.11,1.01,1.37,37.37,1022.53,Major
2018/9/28,67.11,53.78,603.96,27.54,194.97,23.19,3.75,6.94,1.11,1.01,1.37,37.37,1022.1100000000001,Major
2018/9/29,67.03,53.75,603.77,27.51,194.87,23.21,3.75,6.94,1.11,1.01,1.37,37.39,1021.7,Major
2018/9/30,66.96,53.72,603.58,27.49,194.76,23.22,3.74,6.93,1.11,1.01,1.37,37.38,1021.27,Major
2018/10/1,66.88,53.69,603.39,27.46,194.66,23.24,3.74,6.93,1.11,1.01,1.37,37.4,1020.87,Major
2018/10/2,66.8,53.66,603.21,27.43,194.56,23.25,3.74,6.92,1.1,1.01,1.37,37.39,1020.44,Major
2018/10/3,66.73,53.63,603.03,27.41,194.46,23.27,3.74,6.91,1.1,1.01,1.36,37.39,1020.04,Major
2018/10/4,66.65,53.61,602.84,27.38,194.36,23.28,3.73,6.91,1.1,1,1.36,37.38,1019.61,Major
2018/10/5,66.57,53.58,602.66,27.36,194.26,23.3,3.73,6.9,1.1,1,1.36,37.39,1019.2099999999999,Major
2018/10/6,66.5,53.55,602.48,27.33,194.16,23.31,3.73,6.89,1.1,1,1.36,37.39,1018.81,Major
2018/10/7,66.42,53.52,602.3,27.3,194.06,23.33,3.73,6.89,1.09,1,1.36,37.4,1018.4,Major
2018/10/8,66.34,53.49,602.11,27.28,193.96,23.34,3.73,6.88,1.09,1,1.36,37.4,1017.9800000000001,Major
2018/10/9,66.27,53.46,601.93,27.25,193.86,23.36,3.72,6.88,1.09,1,1.36,37.41,1017.58,Major
2018/10/10,66.19,53.43,601.76,27.23,193.76,23.37,3.72,6.87,1.09,0.99,1.36,37.4,1017.1800000000001,Major
2018/10/11,66.12,53.4,601.58,27.2,193.66,23.39,3.72,6.86,1.09,0.99,1.36,37.41,1016.7800000000001,Major
2018/10/12,66.04,53.37,601.4,27.17,193.56,23.4,3.72,6.86,1.09,0.99,1.36,37.42,1016.37,Major
2018/10/13,65.96,53.34,601.22,27.15,193.46,23.42,3.71,6.85,1.08,0.99,1.36,37.41,1015.95,Major
2018/10/14,65.89,53.32,601.05,27.12,193.36,23.43,3.71,6.84,1.08,0.99,1.36,37.41,1015.57,Major
2018/10/15,65.81,53.29,600.87,27.1,193.26,23.45,3.71,6.84,1.08,0.99,1.36,37.43,1015.1800000000002,Major
2018/10/16,65.74,53.26,600.7,27.07,193.16,23.46,3.71,6.83,1.08,0.99,1.35,37.42,1014.7700000000002,Major
2018/10/17,65.66,53.23,600.53,27.05,193.07,23.48,3.7,6.83,1.08,0.98,1.35,37.42,1014.3800000000001,Major
2018/10/18,65.59,53.2,600.35,27.02,192.97,23.49,3.7,6.82,1.07,0.98,1.35,37.41,1013.9700000000001,Major
2018/10/19,65.51,53.17,600.18,27,192.87,23.51,3.7,6.81,1.07,0.98,1.35,37.42,1013.5799999999999,Major
2018/10/20,65.44,53.15,600.01,26.97,192.77,23.52,3.7,6.81,1.07,0.98,1.35,37.43,1013.2,Major
2018/10/21,65.36,53.12,599.84,26.94,192.68,23.54,3.7,6.8,1.07,0.98,1.35,37.44,1012.8100000000001,Major
2018/10/22,65.29,53.09,599.67,26.92,192.58,23.55,3.69,6.79,1.07,0.98,1.35,37.43,1012.4200000000001,Major
2018/10/23,65.21,53.06,599.5,26.89,192.48,23.57,3.69,6.79,1.07,0.98,1.35,37.45,1012.0300000000002,Major
2018/10/24,65.14,53.03,599.33,26.87,192.39,23.58,3.69,6.78,1.06,0.97,1.35,37.43,1011.6300000000001,Major
2018/10/25,65.07,53.01,599.17,26.84,192.29,23.6,3.69,6.78,1.06,0.97,1.35,37.45,1011.27,Major
2018/10/26,64.99,52.98,599,26.82,192.19,23.61,3.68,6.77,1.06,0.97,1.35,37.44,1010.87,Major
2018/10/27,64.92,52.95,598.83,26.8,192.1,23.63,3.68,6.76,1.06,0.97,1.35,37.45,1010.5,Major
2018/10/28,64.84,52.93,598.67,26.77,192,23.64,3.68,6.76,1.06,0.97,1.35,37.46,1010.1199999999999,Major
2018/10/29,64.77,52.9,598.51,26.75,191.91,23.66,3.68,6.75,1.05,0.97,1.34,37.45,1009.7399999999999,Major
2018/10/30,64.69,52.87,598.34,26.72,191.81,23.67,3.68,6.75,1.05,0.97,1.34,37.46,1009.35,Major
2018/10/31,64.62,52.84,598.18,26.7,191.72,23.69,3.67,6.74,1.05,0.96,1.34,37.45,1008.9700000000001,Major
2018/11/1,64.55,52.82,598.02,26.67,191.62,23.7,3.67,6.73,1.05,0.96,1.34,37.45,1008.59,Major
2018/11/2,64.47,52.79,597.86,26.65,191.53,23.72,3.67,6.73,1.05,0.96,1.34,37.47,1008.23,Major
2018/11/3,64.4,52.76,597.7,26.62,191.43,23.73,3.67,6.72,1.05,0.96,1.34,37.47,1007.8500000000001,Major
2018/11/4,64.33,52.74,597.54,26.6,191.34,23.75,3.66,6.72,1.04,0.96,1.34,37.47,1007.49,Major
2018/11/5,64.25,52.71,597.38,26.57,191.25,23.76,3.66,6.71,1.04,0.96,1.34,37.47,1007.1000000000001,Major
2018/11/6,64.18,52.69,597.22,26.55,191.15,23.78,3.66,6.7,1.04,0.96,1.34,37.48,1006.74,Major
2018/11/7,64.11,52.66,597.06,26.53,191.06,23.79,3.66,6.7,1.04,0.95,1.34,37.48,1006.3799999999999,Major
2018/11/8,64.03,52.63,596.91,26.5,190.97,23.8,3.66,6.69,1.04,0.95,1.34,37.48,1006,Major
2018/11/9,63.96,52.61,596.75,26.48,190.87,23.82,3.65,6.69,1.03,0.95,1.34,37.48,1005.6300000000001,Major
2018/11/10,63.89,52.58,596.6,26.45,190.78,23.83,3.65,6.68,1.03,0.95,1.34,37.48,1005.2600000000001,Major
2018/11/11,63.82,52.55,596.44,26.43,190.69,23.85,3.65,6.67,1.03,0.95,1.33,37.48,1004.9000000000001,Major
